Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
"Impresionante, es quedarse corto.","Una recomendación, tomar el ascensor hasta el 5º piso y caminar por la rampa hasta el sexto y desde ahí empezar a bajar a cada piso. Mi mejor piso, sección o categoría fue Comunicación (segundo piso). La colección es impresionante en todos los sentidos. La colección Rodin es la mejor y más extensa fuera de París.Es gratis … . Sí, es absolutamente gratuito. 6600 obras de arte en 6 plantas.",5,2024-04-01,Cdmx,Museo Soumaya,"Impresionante, es quedarse corto. Una recomendación, tomar el ascensor hasta el 5º piso y caminar por la rampa hasta el sexto y desde ahí empezar a bajar a cada piso. Mi mejor piso, sección o categoría fue Comunicación (segundo piso). La colección es impresionante en todos los sentidos. La colección Rodin es la mejor y más extensa fuera de París.Es gratis … . Sí, es absolutamente gratuito. 6600 obras de arte en 6 plantas.",Positivo,Positivo
No puedes dejar de visitar,"Nunca me había tocado ir y fué una excelente visita.Me tocó una buena exposición. Es una muy buena zona, fácil acceso, creo por ser domingo no había cuota.Son 5-6 niveles, así que lleva calzado cómodo.Hay algunas zonas que si llega a hacer calor.Hay una tienda de recuerdos y para hidratar en la entrada a la izquierda.",5,2024-03-01,Cdmx,Museo Soumaya,"No puedes dejar de visitar. Nunca me había tocado ir y fué una excelente visita.Me tocó una buena exposición. Es una muy buena zona, fácil acceso, creo por ser domingo no había cuota.Son 5-6 niveles, así que lleva calzado cómodo.Hay algunas zonas que si llega a hacer calor.Hay una tienda de recuerdos y para hidratar en la entrada a la izquierda.",Positivo,Positivo
Don’t Miss!,"I love the self-guided loop tour of the site.  The informative signs could be better, but still provided good information.  The location of The Templo Mayor right beside the Cathedral, and just off the Zocalo, is excellent and so convenient for a quick tour while visiting the historic center.",5,2025-08-01,Cdmx,Museo Del Templo Mayor,"Don’t Miss!. I love the self-guided loop tour of the site.  The informative signs could be better, but still provided good information.  The location of The Templo Mayor right beside the Cathedral, and just off the Zocalo, is excellent and so convenient for a quick tour while visiting the historic center.",Positivo,Positivo
A must see!,"Loved this visit! We did not get a guide, just read the descriptions and wandered around. I can read Spanish, and my partner used the Google translate app that worked well. I could have spent more time here but we were trying to make it to another place in el Centro. Give yourself at least 3 hours as the museum is pretty big (in addition to to the walk around the exterior ruins!) We bought tickets the same day and were able to use our credit card. Word to the wise- bring a ziploc with paper towels, napkins and wet wipes in a book bag or fanny pack. The public restrooms barely have any (their septic system also doesn’t appreciate any of those items in the toilet bowl!) Also, the one in Templo Mayor is free but most public restrooms charged 5-7 pesos (about a US quarter) just to get inside.",5,2025-06-01,Cdmx,Museo Del Templo Mayor,"A must see!. Loved this visit! We did not get a guide, just read the descriptions and wandered around. I can read Spanish, and my partner used the Google translate app that worked well. I could have spent more time here but we were trying to make it to another place in el Centro. Give yourself at least 3 hours as the museum is pretty big (in addition to to the walk around the exterior ruins!) We bought tickets the same day and were able to use our credit card. Word to the wise- bring a ziploc with paper towels, napkins and wet wipes in a book bag or fanny pack. The public restrooms barely have any (their septic system also doesn’t appreciate any of those items in the toilet bowl!) Also, the one in Templo Mayor is free but most public restrooms charged 5-7 pesos (about a US quarter) just to get inside.",Positivo,Positivo
Excellent,Another must stop in the city. You can get through here in a couple hours and see most things. It depends on how deeply you read everything. The museum gives an excellent review of the former residents of the city and the surrounding area so is quite an educational experience.,5,2024-09-01,Cdmx,Museo Del Templo Mayor,Excellent. Another must stop in the city. You can get through here in a couple hours and see most things. It depends on how deeply you read everything. The museum gives an excellent review of the former residents of the city and the surrounding area so is quite an educational experience.,Positivo,Positivo
A journey to the centre of the Aztec People.,"Wonderful experience to understand the culture and society of the Aztec People. Situated in the middle of Mexico City, beside the National Cathedral, this outdoor/indoor museum takes you right back in history. The museum starts outside displaying the internal chambers of the Aztec Temple. As you move through the complex you can see statues, internal seating areas and  temple decorations. The indoor museum holds more unique treasures from the complex including the offering lanterns that were found during repair work to the Cathedral. This discovery inspired further excavations of the Templo Mayor. A wonderful way to understand the unique and dynamic history of the Mexican Indigenous communities.",5,2025-05-01,Cdmx,Museo Del Templo Mayor,"A journey to the centre of the Aztec People. Wonderful experience to understand the culture and society of the Aztec People. Situated in the middle of Mexico City, beside the National Cathedral, this outdoor/indoor museum takes you right back in history. The museum starts outside displaying the internal chambers of the Aztec Temple. As you move through the complex you can see statues, internal seating areas and  temple decorations. The indoor museum holds more unique treasures from the complex including the offering lanterns that were found during repair work to the Cathedral. This discovery inspired further excavations of the Templo Mayor. A wonderful way to understand the unique and dynamic history of the Mexican Indigenous communities.",Positivo,Positivo
Templo Mayor,"El Templo Mayor es una parada obligatoria que te transportará directamente al corazón del antiguo imperio mexica. Ubicado justo al lado del Zócalo, entre calles modernas y edificios coloniales, este impresionante sitio arqueológico es una joya oculta a plena vista.",5,2024-05-01,Cdmx,Museo Del Templo Mayor,"Templo Mayor. El Templo Mayor es una parada obligatoria que te transportará directamente al corazón del antiguo imperio mexica. Ubicado justo al lado del Zócalo, entre calles modernas y edificios coloniales, este impresionante sitio arqueológico es una joya oculta a plena vista.",Positivo,Positivo
Visita imperdible,"Excelente, muy ordenada el recorrido y explicativo.Una demostracion de avanzado de las culturas mezoamericanas. Para recorrer en una mañana sin apuro",5,2025-03-01,Cdmx,Museo Del Templo Mayor,"Visita imperdible. Excelente, muy ordenada el recorrido y explicativo.Una demostracion de avanzado de las culturas mezoamericanas. Para recorrer en una mañana sin apuro.",Positivo,Positivo
Make sure to toss a coin,"I rly enjoyed walk around and to see ruins of old civilization, it wasnt crowded when i visited its a big + also make sure to toss a coin haha worth visiting and i do recommend it",5,2024-12-01,Cdmx,Museo Del Templo Mayor,"Make sure to toss a coin. I rly enjoyed walk around and to see ruins of old civilization, it wasnt crowded when i visited its a big + also make sure to toss a coin haha worth visiting and i do recommend it.",Positivo,Positivo
Awesome,"There is a small museum at the entrance, then you walk through some ruins outdoors, then there's a very large 5-story museum you can also visit. All of this is included in the admission price. Most of the signage is bilingual, both Spanish & English. This is absolutely worth a visit!",5,2025-02-01,Cdmx,Museo Del Templo Mayor,"Awesome. There is a small museum at the entrance, then you walk through some ruins outdoors, then there's a very large 5-story museum you can also visit. All of this is included in the admission price. Most of the signage is bilingual, both Spanish & English. This is absolutely worth a visit!.",Positivo,Positivo
Súper,"Templo mayor en el centro de la Ciudad de México. Excelente años de no haber venido y está increíble la zona arqueológica, súper cuidado",5,2025-02-01,Cdmx,Museo Del Templo Mayor,"Súper. Templo mayor en el centro de la Ciudad de México. Excelente años de no haber venido y está increíble la zona arqueológica, súper cuidado.",Positivo,Positivo
Remarkable viewable open air ruins,Remarkable open air ruins viewable from the street. Museum attached nearby with walks through the ruins. A Mexica mesoamerican temple built in their capital city of Tenochtitlanh (now Mexico City).,4,2025-01-01,Cdmx,Museo Del Templo Mayor,Remarkable viewable open air ruins. Remarkable open air ruins viewable from the street. Museum attached nearby with walks through the ruins. A Mexica mesoamerican temple built in their capital city of Tenochtitlanh (now Mexico City).,Positivo,Positivo
Can view some of it from outside,"On the first day we landed in Mexico City, we did a walking tour and stopped by here for a brief visit. We unfortunately didn't get a chance to go into the museum itself.  It does not look very big.",4,2025-01-01,Cdmx,Museo Del Templo Mayor,"Can view some of it from outside. On the first day we landed in Mexico City, we did a walking tour and stopped by here for a brief visit. We unfortunately didn't get a chance to go into the museum itself.  It does not look very big.",Positivo,Neutro
Templo Mayor treasure,This was a really interesting museum and the information was given in English and Spanish.  After looking around the artifacts you go outside to see the temple Mayor in its many stages.  It was easy to follow the route around and the information again was in two languages.This was an amazing site and you really got the feel of how vast it had been,5,2024-12-01,Cdmx,Museo Del Templo Mayor,Templo Mayor treasure. This was a really interesting museum and the information was given in English and Spanish.  After looking around the artifacts you go outside to see the temple Mayor in its many stages.  It was easy to follow the route around and the information again was in two languages.This was an amazing site and you really got the feel of how vast it had been.,Positivo,Positivo
Fantastic ruins and museum,Great spot to bring your kids (ages 6 and 9) while in Mexico City to learn about the history and see Templo Mayor.  Definitely must-see!,5,2024-12-01,Cdmx,Museo Del Templo Mayor,Fantastic ruins and museum. Great spot to bring your kids (ages 6 and 9) while in Mexico City to learn about the history and see Templo Mayor.  Definitely must-see!.,Positivo,Positivo
Tiene muchos defectos en el servicio y la higiene es muy mala del museo y de los alrededores. Necesita mantenimiento,"Buen museo, con mucha historia del Centro de México. Los alrededores están muy sucios y los baños en pésimas condiciones. No es un buen lugar para discapacitados y falta contexto explicativo multimedia",4,2024-12-01,Cdmx,Museo Del Templo Mayor,"Tiene muchos defectos en el servicio y la higiene es muy mala del museo y de los alrededores. Necesita mantenimiento. Buen museo, con mucha historia del Centro de México. Los alrededores están muy sucios y los baños en pésimas condiciones. No es un buen lugar para discapacitados y falta contexto explicativo multimedia.",Positivo,Negativo
Museum and more,"This is more than just a ""museum"". It's the remains of a complex that was the heart of Mexico City before the Spanish took over. There is a ""normal"" museum here too and a pretty decent one. It's the grounds that are certainly worth a close look and offer a good view of what's left as well as the surrounding area.",5,2024-10-01,Cdmx,Museo Del Templo Mayor,"Museum and more. This is more than just a ""museum"". It's the remains of a complex that was the heart of Mexico City before the Spanish took over. There is a ""normal"" museum here too and a pretty decent one. It's the grounds that are certainly worth a close look and offer a good view of what's left as well as the surrounding area.",Positivo,Positivo
Lovely museum but odd layout.,"Very nice museum full of wonderful artifacts. Layout is a bit confusing because you have to leave the main entry room to see any of the good stuff: once past the ticket check, there is a small and underwhelming room but also a side exit that takes you to a walkway around the exterior pyramid remains which then takes you to a massive exhibit area. a bunch of the exterior walk way was closed for us so we didn't see some of those nice skulls i see online. the main exhibit area is pretty great and takes a couple hours to see. There is a really nice gift shop on the outside walkway that we enjoyed. There was a guy outside handing out flyers about the museum and when we politely declined to take one he insulted us. Not sure what his deal was.",5,2024-09-01,Cdmx,Museo Del Templo Mayor,"Lovely museum but odd layout. Very nice museum full of wonderful artifacts. Layout is a bit confusing because you have to leave the main entry room to see any of the good stuff: once past the ticket check, there is a small and underwhelming room but also a side exit that takes you to a walkway around the exterior pyramid remains which then takes you to a massive exhibit area. a bunch of the exterior walk way was closed for us so we didn't see some of those nice skulls i see online. the main exhibit area is pretty great and takes a couple hours to see. There is a really nice gift shop on the outside walkway that we enjoyed. There was a guy outside handing out flyers about the museum and when we politely declined to take one he insulted us. Not sure what his deal was.",Positivo,Positivo
wonderful ruins in excavation and a wonderful museum,Wonderful museum and ruins to explore.   This is a wonderful example of the pre-Hispanic cultures and people of the area.  It took us several hours to go through the ruins and the museum.  I recommend you see the ruins and the Anthropology Museum before you go to the pyramids - you will have a better understanding of what you are looking at.,5,2024-10-01,Cdmx,Museo Del Templo Mayor,wonderful ruins in excavation and a wonderful museum. Wonderful museum and ruins to explore.   This is a wonderful example of the pre-Hispanic cultures and people of the area.  It took us several hours to go through the ruins and the museum.  I recommend you see the ruins and the Anthropology Museum before you go to the pyramids - you will have a better understanding of what you are looking at.,Positivo,Positivo
Well worth seeing,Really fantastic! The museum is curated very well with amazing treasures unearthed. Across a few floors.Well worth seeing,5,2024-10-01,Cdmx,Museo Del Templo Mayor,Well worth seeing. Really fantastic! The museum is curated very well with amazing treasures unearthed. Across a few floors.Well worth seeing.,Positivo,Positivo
"Museum Yes, Ruins...not so exciting","Although this site is historically significant, a center piece of Aztec culture in Mexico City.  Walking around the excavation that goes on here, however,  is not very exciting as the jumble of stone is not visually appealing.   But the museum on the property that you encounter after walking halfway around the excavation is amazing.  It is a more modern museum that displays not only artifacts found at this site but also contains lots of information about Aztec life at the time of the conquest.  You can find some of the same info at the large anthropology museum in Chapultapec, but we still loved the singular focus of this museum which contains the statuary found at this site.  We spent a good hour here.  It is important to note that it is customary for the Aztec, like other native groups in mesoAmerica to build one temple over another so a temple may have 4-7 layers with one temple enclosing another.  If you come here you see evidence of all the temples laid bare which is why it is hard to discern what you are seeing here.  This is why you might want to hire a guide at the site (30 minute tour is the norm), who can illustrate what you are seeing if you can not visualize it yourself.",4,2024-09-01,Cdmx,Museo Del Templo Mayor,"Museum Yes, Ruins...not so exciting. Although this site is historically significant, a center piece of Aztec culture in Mexico City.  Walking around the excavation that goes on here, however,  is not very exciting as the jumble of stone is not visually appealing.   But the museum on the property that you encounter after walking halfway around the excavation is amazing.  It is a more modern museum that displays not only artifacts found at this site but also contains lots of information about Aztec life at the time of the conquest.  You can find some of the same info at the large anthropology museum in Chapultapec, but we still loved the singular focus of this museum which contains the statuary found at this site.  We spent a good hour here.  It is important to note that it is customary for the Aztec, like other native groups in mesoAmerica to build one temple over another so a temple may have 4-7 layers with one temple enclosing another.  If you come here you see evidence of all the temples laid bare which is why it is hard to discern what you are seeing here.  This is why you might want to hire a guide at the site (30 minute tour is the norm), who can illustrate what you are seeing if you can not visualize it yourself.",Positivo,Neutro
Vale la pena visitarlo!,"Esto fue una sorpresa para mí. El sitio es mucho más grande de lo que pensaba. Gran parte de las ruinas estaban cubiertas cuando las visitamos porque estaban en obras, pero el museo en sí era enorme y muy interesante. Visitamos otros, pero este fue, con diferencia, el más interesante y mejor diseñado. Al ser uno de los museos del INAH el costo fue de 95 pesos.",5,2024-09-01,Cdmx,Museo Del Templo Mayor,"Vale la pena visitarlo!. Esto fue una sorpresa para mí. El sitio es mucho más grande de lo que pensaba. Gran parte de las ruinas estaban cubiertas cuando las visitamos porque estaban en obras, pero el museo en sí era enorme y muy interesante. Visitamos otros, pero este fue, con diferencia, el más interesante y mejor diseñado. Al ser uno de los museos del INAH el costo fue de 95 pesos.",Positivo,Positivo
Templo Mayor; una antigua ciudad azteca,"Estamos fascinados con la historia mexicana. Así que, mientras estábamos en la Ciudad de México, caminamos alrededor de la plaza central y vimos el Templo Mayor. Es interesante que la ciudad moderna se construya sobre la antigua ciudad azteca.",5,2024-08-01,Cdmx,Museo Del Templo Mayor,"Templo Mayor; una antigua ciudad azteca. Estamos fascinados con la historia mexicana. Así que, mientras estábamos en la Ciudad de México, caminamos alrededor de la plaza central y vimos el Templo Mayor. Es interesante que la ciudad moderna se construya sobre la antigua ciudad azteca.",Positivo,Positivo
"Visita recomendada, muy interesante.","Este es un museo de sitio muy interesante y completo. La visita parte con la vista de una maqueta del complejo, luego un recorrido por la zona excavada, para terminar dentro del museo donde se resguardan las piezas encontradas. Fue una muy grata sorpresa, ya que no esperaba encontrar tanta historia y la oportunidad de recorrer un sitio arqueológico que se encuentra aún en excavación, literalmente en medio de la ciudad. Sinceramente, una de las experiencias que más me gustó en mi visita a esta ciudad.",5,2024-08-01,Cdmx,Museo Del Templo Mayor,"Visita recomendada, muy interesante. Este es un museo de sitio muy interesante y completo. La visita parte con la vista de una maqueta del complejo, luego un recorrido por la zona excavada, para terminar dentro del museo donde se resguardan las piezas encontradas. Fue una muy grata sorpresa, ya que no esperaba encontrar tanta historia y la oportunidad de recorrer un sitio arqueológico que se encuentra aún en excavación, literalmente en medio de la ciudad. Sinceramente, una de las experiencias que más me gustó en mi visita a esta ciudad.",Positivo,Positivo
Un gran Museo. ,"Hace más de 10 años que fue la última vez que tuve la oportunidad de visitar este sitio.Y recuerdo que fue, muy interesante y educativo, así que en esta visita reciente no fue la excepción.La ubicación conocida por todos, Plaza central de CDMX a un costado de catedral es donde se localiza, la cuota de recuperación honestamente no es muy elevada, los domingos como todos los sitios historicos en México es gratis para nacionales mostrado INE.Definitivamente es un museo en el cual vale la pena hacer el recorrido con la familia, ojo probablemente a los niños pequeños, no les resulte atractivo y eso puede distraer a los papás de disfrutar al 100 la visita, para que lo tengan en cuenta.Otro dato a considerar, como mínimo tengan en mente que necesitan de 3 hrs para poder visitar y disfrutar el museo, lo pueden hacer en menos tiempo? Claro pero se perderán un poco de leer, intercambiar opiniones, etc.Definitivamente si es un museo qué se disfruta y vale mucho la pena visitar.Así que no duden en hacerlo. ",5,2024-08-01,Cdmx,Museo Del Templo Mayor,"Un gran Museo. Hace más de 10 años que fue la última vez que tuve la oportunidad de visitar este sitio.Y recuerdo que fue, muy interesante y educativo, así que en esta visita reciente no fue la excepción.La ubicación conocida por todos, Plaza central de CDMX a un costado de catedral es donde se localiza, la cuota de recuperación honestamente no es muy elevada, los domingos como todos los sitios historicos en México es gratis para nacionales mostrado INE.Definitivamente es un museo en el cual vale la pena hacer el recorrido con la familia, ojo probablemente a los niños pequeños, no les resulte atractivo y eso puede distraer a los papás de disfrutar al 100 la visita, para que lo tengan en cuenta.Otro dato a considerar, como mínimo tengan en mente que necesitan de 3 hrs para poder visitar y disfrutar el museo, lo pueden hacer en menos tiempo? Claro pero se perderán un poco de leer, intercambiar opiniones, etc.Definitivamente si es un museo qué se disfruta y vale mucho la pena visitar.Así que no duden en hacerlo.",Positivo,Positivo
Una ventana a la rica historia de México. ¡Debo ver!,Este museo muestra parte de la capital azteca y la principal zona del templo que han encontrado y excavado. Usted puede ver que continúan trabajando para descubrir algunas de las áreas. También podrás ver algunos de los fantásticos hallazgos dentro del museo. Lo recomiendo encarecidamente! Una gran ventana al pasado.,5,2024-07-01,Cdmx,Museo Del Templo Mayor,Una ventana a la rica historia de México. ¡Debo ver!. Este museo muestra parte de la capital azteca y la principal zona del templo que han encontrado y excavado. Usted puede ver que continúan trabajando para descubrir algunas de las áreas. También podrás ver algunos de los fantásticos hallazgos dentro del museo. Lo recomiendo encarecidamente! Una gran ventana al pasado.,Positivo,Positivo
"""Museo Templo Mayor""","Este recinto tiene gran valor histórico,es Patrimonio de la HHumanidad.Es un sitio arqueológico muy importante de  la cultura Azteca,la antigua Tenochtitlán.Hay vestigios de las pirámides y altares ceremoniales.Está también el museo con una información completa de la cultura Azteca.Está abierto de Martes a Domingo,de 9:00 a 17:00 horas,el valor de la entrada es de 95 pesos,o sea,unos 5 dólares.¡¡Muy interesante!!",4,2024-03-01,Cdmx,Museo Del Templo Mayor,"""Museo Templo Mayor"". Este recinto tiene gran valor histórico,es Patrimonio de la HHumanidad.Es un sitio arqueológico muy importante de  la cultura Azteca,la antigua Tenochtitlán.Hay vestigios de las pirámides y altares ceremoniales.Está también el museo con una información completa de la cultura Azteca.Está abierto de Martes a Domingo,de 9:00 a 17:00 horas,el valor de la entrada es de 95 pesos,o sea,unos 5 dólares.¡¡Muy interesante!!.",Positivo,Positivo
Grandes ruinas,"Me encanta ir a este lugar por que puedo conocer más sobre la cultura mexica, lo mejor de todo es que puedo imaginar como era la vida en la antigua aztlán.",5,2023-09-01,Cdmx,Museo Del Templo Mayor,"Grandes ruinas. Me encanta ir a este lugar por que puedo conocer más sobre la cultura mexica, lo mejor de todo es que puedo imaginar como era la vida en la antigua aztlán.",Positivo,Positivo
Espectacular museo,"Amé mi visita a este museo, tienen una gran colección y lo bueno es que no está muy lleno. La zona arqueológica es grandiosa.",5,2024-07-01,Cdmx,Museo Del Templo Mayor,"Espectacular museo. Amé mi visita a este museo, tienen una gran colección y lo bueno es que no está muy lleno. La zona arqueológica es grandiosa.",Positivo,Positivo
Genial,"Sin duda, nadie se puede perder esta visita, el Museo del Templo Mayor es un lugar extraordinario. De verdad no se lo pueden perder.",5,2024-07-01,Cdmx,Museo Del Templo Mayor,"Genial. Sin duda, nadie se puede perder esta visita, el Museo del Templo Mayor es un lugar extraordinario. De verdad no se lo pueden perder.",Positivo,Positivo
Una joya infravalorada,"Este museo es insano, en verdad no entiendo como es que no es tan visitado, sin embargo tiene su encanto y hay mucha información.",5,2024-07-01,Cdmx,Museo Del Templo Mayor,"Una joya infravalorada. Este museo es insano, en verdad no entiendo como es que no es tan visitado, sin embargo tiene su encanto y hay mucha información.",Positivo,Positivo
Entrada oculta y Museo--encuéntrelo y se sorprenderá.,"Un poco de un museo oculto que en realidad tiene una mejor colección y exhibición que algunos otros lugares. 1 . Es difícil encontrar la entrada a este museo... está debajo del Templo Mayor. 2 . El edificio de entrada ""frontal"" no es el museo. . . es necesario salir al sitio del Templo Mayor y a unos 100 metros de la entrada encontrará un increíble museo de aire acondicionado. Excelente historia y piezas en exhibición. El museo necesita agregar alguna señalización a la entrada y al edificio principal del museo y la ruta para llegar allí.",5,2024-07-01,Cdmx,Museo Del Templo Mayor,"Entrada oculta y Museo--encuéntrelo y se sorprenderá. Un poco de un museo oculto que en realidad tiene una mejor colección y exhibición que algunos otros lugares. 1 . Es difícil encontrar la entrada a este museo... está debajo del Templo Mayor. 2 . El edificio de entrada ""frontal"" no es el museo. . . es necesario salir al sitio del Templo Mayor y a unos 100 metros de la entrada encontrará un increíble museo de aire acondicionado. Excelente historia y piezas en exhibición. El museo necesita agregar alguna señalización a la entrada y al edificio principal del museo y la ruta para llegar allí.",Positivo,Positivo
No fue el mejor,"La verdad es que esperaba mas de este lugar, creo que falta una persona que vaya explicando lo que eran cada sector de las ruinas porque uno que no conoce el tema solo mira y ve ruinas sin historia y así no valora lo que es. Lo digo en base a otras visitas en las que si tuve un guia que contaba la historia.La guardia me hizo botar una botella de Cocacola individual recién comprada sino no podía entrar. No veo el daño que podría causar con eso, pero lo respeto. Para mi hubo otros lugares mas interesantes.",3,2024-07-01,Cdmx,Museo Del Templo Mayor,"No fue el mejor. La verdad es que esperaba mas de este lugar, creo que falta una persona que vaya explicando lo que eran cada sector de las ruinas porque uno que no conoce el tema solo mira y ve ruinas sin historia y así no valora lo que es. Lo digo en base a otras visitas en las que si tuve un guia que contaba la historia.La guardia me hizo botar una botella de Cocacola individual recién comprada sino no podía entrar. No veo el daño que podría causar con eso, pero lo respeto. Para mi hubo otros lugares mas interesantes.",Neutro,Neutro
Absolutely a must see,"Fantastic archeological site with attached museum.  As the remains of the Great Temple, it was the center of thenpre-conquest Mexica universe.  The artifacts the museum holds were all found on the site.  Definitely a must if you are interested in Mexican history.",5,2024-06-01,Cdmx,Museo Del Templo Mayor,"Absolutely a must see. Fantastic archeological site with attached museum.  As the remains of the Great Temple, it was the center of thenpre-conquest Mexica universe.  The artifacts the museum holds were all found on the site.  Definitely a must if you are interested in Mexican history.",Positivo,Positivo
Maravilloso,"Este lugar está muy bonito, aunque desde afuera se ven unas ruinas cuando entras descubres un mundo prehistórico muy bonito y con mucha historia",5,2024-06-01,Cdmx,Museo Del Templo Mayor,"Maravilloso. Este lugar está muy bonito, aunque desde afuera se ven unas ruinas cuando entras descubres un mundo prehistórico muy bonito y con mucha historia.",Positivo,Positivo
Definitely worth it!!!,"Was very pleasantly surprised by the Templo Mayor, was expecting this tour to be short and sweet but was happy to see that they also had a nice size museum to go with the walking tour of the grounds… spent a nice amount of time in the museum…. Highly recommended!!!!",5,2024-05-01,Cdmx,Museo Del Templo Mayor,"Definitely worth it!!!. Was very pleasantly surprised by the Templo Mayor, was expecting this tour to be short and sweet but was happy to see that they also had a nice size museum to go with the walking tour of the grounds… spent a nice amount of time in the museum…. Highly recommended!!!!.",Positivo,Positivo
"It is not the Anthropology Museum, but close second.","It is not the Anthropology Museum, but close second. Must visit on your visit to the archeological site. It is a well put together museum and easy to navigate.",5,2024-04-01,Cdmx,Museo Del Templo Mayor,"It is not the Anthropology Museum, but close second. It is not the Anthropology Museum, but close second. Must visit on your visit to the archeological site. It is a well put together museum and easy to navigate.",Positivo,Positivo
And excellent way to experience ancient Mexican history,There is an amazing amount of Mexican history.  Everything I displayed to its best advantage. The admission price is low.,5,2023-12-01,Cdmx,Museo Del Templo Mayor,And excellent way to experience ancient Mexican history. There is an amazing amount of Mexican history.  Everything I displayed to its best advantage. The admission price is low.,Positivo,Positivo
A trip back in time,"History, history, and more history.Mexico is packed with fascinating places and amazing historical sites. This temple was found while some telecommunication workers were excavating the ground.Suddenly, they found a huge stone that archeologists knew was situated in a major temple. Today, we can still see many of the objects found and some of the walls and paintings of the Temple.The Azteca built on top of existing temples, and you can see several layers of those constructions.There are still uncovered structures, buried in the heart of Mexico city and excavations are still being conducted under the city.One can only imagine what's still to be found!",5,2024-03-01,Cdmx,Museo Del Templo Mayor,"A trip back in time. History, history, and more history.Mexico is packed with fascinating places and amazing historical sites. This temple was found while some telecommunication workers were excavating the ground.Suddenly, they found a huge stone that archeologists knew was situated in a major temple. Today, we can still see many of the objects found and some of the walls and paintings of the Temple.The Azteca built on top of existing temples, and you can see several layers of those constructions.There are still uncovered structures, buried in the heart of Mexico city and excavations are still being conducted under the city.One can only imagine what's still to be found!.",Positivo,Positivo
Don't miss it,"The museum is awesome! So many things to see in it, it took us a few hours.A lot of people don't visit Templo Mayor because they think they saw everything just by walking around it, but they are so wrong.Don't miss the museum!",5,2024-01-01,Cdmx,Museo Del Templo Mayor,"Don't miss it. The museum is awesome! So many things to see in it, it took us a few hours.A lot of people don't visit Templo Mayor because they think they saw everything just by walking around it, but they are so wrong.Don't miss the museum!.",Positivo,Positivo
An excellent way to experience the ancient Aztec culture.,"What a great place to be totally immersed in ancient Aztec history.  There's a lot to see in the museum and on the grounds, so plan a visit of several hours.  ",5,2023-12-01,Cdmx,Museo Del Templo Mayor,"An excellent way to experience the ancient Aztec culture. What a great place to be totally immersed in ancient Aztec history.  There's a lot to see in the museum and on the grounds, so plan a visit of several hours.",Positivo,Positivo
Do Not Miss,This museum is a true gem.  Well laid out.  I was not expecting so many great artifacts and works of art.  ,5,2023-12-01,Cdmx,Museo Del Templo Mayor,Do Not Miss. This museum is a true gem.  Well laid out.  I was not expecting so many great artifacts and works of art.,Positivo,Positivo
Mucha cultura,"Lugar con mucha historia, es muy bonito el museo además de que te dan información muy interesante sobre los primeros asentamientos aquí.",5,2023-11-01,Cdmx,Museo Del Templo Mayor,"Mucha cultura. Lugar con mucha historia, es muy bonito el museo además de que te dan información muy interesante sobre los primeros asentamientos aquí.",Positivo,Positivo
Indispensable visita en  ciudad.,En mi tour me dieron mucha información acerca de los mexicas y Tenochtitlan que me quedo la espinita de conocer más a fondo y visitar el Templo Mayor. Tiene relatos de los dioses super interesantes.,5,2023-11-01,Cdmx,Museo Del Templo Mayor,Indispensable visita en  ciudad. En mi tour me dieron mucha información acerca de los mexicas y Tenochtitlan que me quedo la espinita de conocer más a fondo y visitar el Templo Mayor. Tiene relatos de los dioses super interesantes.,Positivo,Positivo
A cultural treasure,A cultural treasure that Mexico is still uncovering.  An active archeological site in the middle of one of the greatest cities on earth.  90pesos.  ,5,2023-11-01,Cdmx,Museo Del Templo Mayor,A cultural treasure. A cultural treasure that Mexico is still uncovering.  An active archeological site in the middle of one of the greatest cities on earth.  90pesos.,Positivo,Positivo
Incredible history,"Fascinating history well represented in an eight room exhibit.We visited this during a City Walking tour, but there's a lot more information in the museum.It's incredible how many of the artifacts were found. Also fascinating to speculate are there more?It's an easy, intellectually stimulating visit Admission price is $90 MXN (~$6 USD).",5,2023-11-01,Cdmx,Museo Del Templo Mayor,"Incredible history. Fascinating history well represented in an eight room exhibit.We visited this during a City Walking tour, but there's a lot more information in the museum.It's incredible how many of the artifacts were found. Also fascinating to speculate are there more?It's an easy, intellectually stimulating visit Admission price is $90 MXN (~$6 USD).",Positivo,Positivo
Museo y yacimiento.,"Gran museo, dividido en dos edificios, y yacimiento arqueológico en constante excavación. El museo alberga una maqueta de Tenochtitlán y piezas del yacimiento. Destaca a su vez la gran piedra circular de Coyolxauhqui. Se puede pasear por el yacimiento, aunque no por todas las áreas. ",4,2023-10-01,Cdmx,Museo Del Templo Mayor,"Museo y yacimiento. Gran museo, dividido en dos edificios, y yacimiento arqueológico en constante excavación. El museo alberga una maqueta de Tenochtitlán y piezas del yacimiento. Destaca a su vez la gran piedra circular de Coyolxauhqui. Se puede pasear por el yacimiento, aunque no por todas las áreas.",Positivo,Positivo
Lots of History ,"The remains of the external walls can be viewed from the street, but it is the museum where you can see so many interesting historic pieces.",4,2023-11-01,Cdmx,Museo Del Templo Mayor,"Lots of History. The remains of the external walls can be viewed from the street, but it is the museum where you can see so many interesting historic pieces.",Positivo,Positivo
