Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaEstadia,Ciudad,Atraccion,TituloReview
Muy buena atención,"Excelente trato!!! Me llevé una grata sorpresa, yo tenía boletos para otra compañía y nos dieron mal el horario y perdimos  el último ferry de esa compañía y el trabajador de nombre Emmanuel Alejandro aunque no tenía boletos de su compañía me orientó de la mejor forma y me explico cómo llegar a mi destino y terminé comprando boletos con ultramar muy buen servicio y excelente trato del chico 👍🏻👍🏻",desconocido,5,anonimo,2024-12-01,Cancun,Ultramar Cancun,"Muy buena atención. Excelente trato!!! Me llevé una grata sorpresa, yo tenía boletos para otra compañía y nos dieron mal el horario y perdimos  el último ferry de esa compañía y el trabajador de nombre Emmanuel Alejandro aunque no tenía boletos de su compañía me orientó de la mejor forma y me explico cómo llegar a mi destino y terminé comprando boletos con ultramar muy buen servicio y excelente trato del chico 👍🏻👍🏻."
Cancún a Isla Mujeres y Playa Del Carmen a Cozumel,"Tuvimos una excelente experiencia con el ferry Ultramar viajando de Cancún a Isla Mujeres. Todo el proceso fue fluido y bien organizado. El personal de la taquilla era excepcional, especialmente la señora que nos ayudó. Ella fue más allá al proporcionarnos un boleto que podríamos utilizar más tarde durante nuestro viaje para otra ruta (Playa del Carmen a Cozumel), que fue increíblemente útil. En general, fue una experiencia fantástica, y recomendamos Ultramar para cualquiera que viaje entre estos destinos.",desconocido,5,"Kingston upon Thames, UK",2024-11-01,Cancun,Ultramar Cancun,"Cancún a Isla Mujeres y Playa Del Carmen a Cozumel. Tuvimos una excelente experiencia con el ferry Ultramar viajando de Cancún a Isla Mujeres. Todo el proceso fue fluido y bien organizado. El personal de la taquilla era excepcional, especialmente la señora que nos ayudó. Ella fue más allá al proporcionarnos un boleto que podríamos utilizar más tarde durante nuestro viaje para otra ruta (Playa del Carmen a Cozumel), que fue increíblemente útil. En general, fue una experiencia fantástica, y recomendamos Ultramar para cualquiera que viaje entre estos destinos."
Queja,Tengo 1 queja grande en contra de la sra teresa de jesus en la entrada la sra despues de pasar el primer filtro me piden que pase a la fila 5 de isla mujeres a puerto juares porsterior mi esposa me dice la sra te llama y me pide k le mustrw mi boleta y se los muestro y le digo ud disculpe me mandaron a la fila 5 y me dice a y ud muy chingon se pasa le comento a la sra disculpe ?? Eso fue lo k dijo el muchacho  y ud muy chingon se pasa nuevamente  esas son formas pregunto???,desconocido,5,anonimo,2024-12-01,Cancun,Ultramar Cancun,Queja. Tengo 1 queja grande en contra de la sra teresa de jesus en la entrada la sra despues de pasar el primer filtro me piden que pase a la fila 5 de isla mujeres a puerto juares porsterior mi esposa me dice la sra te llama y me pide k le mustrw mi boleta y se los muestro y le digo ud disculpe me mandaron a la fila 5 y me dice a y ud muy chingon se pasa le comento a la sra disculpe ?? Eso fue lo k dijo el muchacho  y ud muy chingon se pasa nuevamente  esas son formas pregunto???.
Viaje a isla mujeres,"Queríamos cruzar a isla mujeres y conocer su playa, nos atendió jeferson, y nos dio varias recomendaciones de que hacer en isla mujeres, tambien nos explicó bien como funcionaba el horario del ferry. Sus recomendaciones fueron de gran ayuda.",desconocido,5,"Ciudad de México, México",2024-11-01,Cancun,Ultramar Cancun,"Viaje a isla mujeres. Queríamos cruzar a isla mujeres y conocer su playa, nos atendió jeferson, y nos dio varias recomendaciones de que hacer en isla mujeres, tambien nos explicó bien como funcionaba el horario del ferry. Sus recomendaciones fueron de gran ayuda."
¡Lo tengo caro!,"Sus barcos siempre están llenos, y los precios de sus boletos se han disparado a $ 30 por persona. Los precios de las entradas son solo como $ 4 o $ 6 para los locales.",desconocido,3,anonimo,2024-11-01,Cancun,Ultramar Cancun,"¡Lo tengo caro!. Sus barcos siempre están llenos, y los precios de sus boletos se han disparado a $ 30 por persona. Los precios de las entradas son solo como $ 4 o $ 6 para los locales."
A+ Seguridad y servicio,"Viajé ida y vuelta desde el ferry Ultramar Puerto Juárez a Isla Mujeres y a mi regreso a Puerto Juárez, mi equipaje fue llevado por otra persona antes de que pudiera llegar a los portaequipajes. Estaba devastado, pensando que había sido robado y estaba perdido para siempre. Pero cada empleado de Ultramar fue tan servicial y compasivo y tan rápido para responder. El equipo de seguridad accedió rápidamente al video, encontró a la persona que (accidentalmente) tomó mi equipaje y rastreó al conductor y me devolvió el equipaje en pocas horas. Se mantuvieron en contacto conmigo y me pusieron al día, ya que tenía que salir para un vuelo y organizaron guardar mi equipaje hasta que un amigo pudiera recuperarlo para mí. Grite a los increíbles empleados y personal, especialmente David, que fueron tan servicial y servicial durante un momento muy estresante. Servicio de primera categoría y servicio al cliente!",desconocido,5,"Earth, TX",2024-11-01,Cancun,Ultramar Cancun,"A+ Seguridad y servicio. Viajé ida y vuelta desde el ferry Ultramar Puerto Juárez a Isla Mujeres y a mi regreso a Puerto Juárez, mi equipaje fue llevado por otra persona antes de que pudiera llegar a los portaequipajes. Estaba devastado, pensando que había sido robado y estaba perdido para siempre. Pero cada empleado de Ultramar fue tan servicial y compasivo y tan rápido para responder. El equipo de seguridad accedió rápidamente al video, encontró a la persona que (accidentalmente) tomó mi equipaje y rastreó al conductor y me devolvió el equipaje en pocas horas. Se mantuvieron en contacto conmigo y me pusieron al día, ya que tenía que salir para un vuelo y organizaron guardar mi equipaje hasta que un amigo pudiera recuperarlo para mí. Grite a los increíbles empleados y personal, especialmente David, que fueron tan servicial y servicial durante un momento muy estresante. Servicio de primera categoría y servicio al cliente!."
Ultramar excelente,"Jeferson florez, recomendado por si requieres guía dentro de alguno de los servicios, planes, costos que brinda la empresa, un profesional en todo el sentido de la palabra",desconocido,5,anonimo,2024-11-01,Cancun,Ultramar Cancun,"Ultramar excelente. Jeferson florez, recomendado por si requieres guía dentro de alguno de los servicios, planes, costos que brinda la empresa, un profesional en todo el sentido de la palabra."
Excelente servicio,Excelente servicio de su personal en especial Jefferson Flores quien te atiende muy bien y atento hacía el cliente 👍🏼,desconocido,5,anonimo,2024-11-01,Cancun,Ultramar Cancun,Excelente servicio. Excelente servicio de su personal en especial Jefferson Flores quien te atiende muy bien y atento hacía el cliente 👍🏼.
"Gran servicio de ferry, pero no apreciamos los extras","Reservamos nuestros boletos de regreso en línea para viajar de Playa Caracol a Isla Mujeres. El billete estuvo abierto durante seis meses, así que una vez reservado se trataba de presentarse en el Puerto el día que queríamos viajar, treinta minutos antes de la navegación. El lunes 28 de octubre nos presentamos en Playa Caracol esperando coger el 10. 45 ferry. Sin embargo, como el muelle fue dañado el ferry no pudo salir de Playa Caracol. Nosotros junto con otros pasajeros tuvimos que tomar el autobús local para abordar el ferry desde Playa Tortugas. Se puso un poco confuso, aquellos pasajeros que habían reservado sus boletos desde el quiosco en el Puerto, la compañía pagó su tarifa de autobús. Como habíamos reservado en línea tuvimos que pagar nuestra propia tarifa, solo 12 pesos, aproximadamente 50 peniques, para el viaje de quince minutos. Al llegar a Playa Tortugas abordamos un ferry bastante completo, nos subimos y nos sentamos en la cubierta superior, así que no te preocupes. El ferry se deslizó suavemente lejos del muelle a las 10. 50 . Fue una travesía tranquila a la Isla donde llegamos a las 11. 20 , 30 minutos de navegación. Nuestro regreso debía partir a las 14. 15 , hubo un ligero retraso y partimos 14 . 25 llegando a Playa Tortugas a las 14. 55 La tarifa total de regreso para nosotros dos fue de $ 60. 44 dólares estadounidenses (aproximadamente 47 libras esterlinas), esto incluía los impuestos de los derechos de saneamiento ambiental y la asistencia en el extranjero. En general, el servicio era eficiente, sin problemas y los transbordadores estaban limpios, modernos y bien mantenidos. Sin embargo, hubo algunos problemas que quitaron el brillo de las cosas. Había una señora caminando arriba y abajo de la cubierta vendiendo bocadillos y bebidas frías. Pensaba que $ 10 USD por una lata de cerveza y un paquete de patatas fritas (patatas fritas) era bastante caro. Mientras caminábamos por el embarcadero, había una vieja rueda de barco, donde los pasajeros podían posar y tomar una fotografía oficial. Dos damas intentaron vender las fotos, durante la navegación, estas fueron de $ 8 USD cada una. Durante la navegación el era un tipo cantando en la cubierta superior, no era muy bueno y luego esperaba una propina. Afortunadamente no hubo canto en el viaje de regreso. Encontré que los extras eran un poco de dinero.",desconocido,4,"Devon, UK",2024-10-01,Cancun,Ultramar Cancun,"Gran servicio de ferry, pero no apreciamos los extras. Reservamos nuestros boletos de regreso en línea para viajar de Playa Caracol a Isla Mujeres. El billete estuvo abierto durante seis meses, así que una vez reservado se trataba de presentarse en el Puerto el día que queríamos viajar, treinta minutos antes de la navegación. El lunes 28 de octubre nos presentamos en Playa Caracol esperando coger el 10. 45 ferry. Sin embargo, como el muelle fue dañado el ferry no pudo salir de Playa Caracol. Nosotros junto con otros pasajeros tuvimos que tomar el autobús local para abordar el ferry desde Playa Tortugas. Se puso un poco confuso, aquellos pasajeros que habían reservado sus boletos desde el quiosco en el Puerto, la compañía pagó su tarifa de autobús. Como habíamos reservado en línea tuvimos que pagar nuestra propia tarifa, solo 12 pesos, aproximadamente 50 peniques, para el viaje de quince minutos. Al llegar a Playa Tortugas abordamos un ferry bastante completo, nos subimos y nos sentamos en la cubierta superior, así que no te preocupes. El ferry se deslizó suavemente lejos del muelle a las 10. 50 . Fue una travesía tranquila a la Isla donde llegamos a las 11. 20 , 30 minutos de navegación. Nuestro regreso debía partir a las 14. 15 , hubo un ligero retraso y partimos 14 . 25 llegando a Playa Tortugas a las 14. 55 La tarifa total de regreso para nosotros dos fue de $ 60. 44 dólares estadounidenses (aproximadamente 47 libras esterlinas), esto incluía los impuestos de los derechos de saneamiento ambiental y la asistencia en el extranjero. En general, el servicio era eficiente, sin problemas y los transbordadores estaban limpios, modernos y bien mantenidos. Sin embargo, hubo algunos problemas que quitaron el brillo de las cosas. Había una señora caminando arriba y abajo de la cubierta vendiendo bocadillos y bebidas frías. Pensaba que $ 10 USD por una lata de cerveza y un paquete de patatas fritas (patatas fritas) era bastante caro. Mientras caminábamos por el embarcadero, había una vieja rueda de barco, donde los pasajeros podían posar y tomar una fotografía oficial. Dos damas intentaron vender las fotos, durante la navegación, estas fueron de $ 8 USD cada una. Durante la navegación el era un tipo cantando en la cubierta superior, no era muy bueno y luego esperaba una propina. Afortunadamente no hubo canto en el viaje de regreso. Encontré que los extras eran un poco de dinero."
Espectacular!,"Excelente servicio! Todo salió exactamente como se planeó, las personas que colaboran en las taquillas súper amables y dispuestos a ayudar! Los horarios perfectos y el ferry súper limpio y ameno. Enrique es es mejor gracias por toda la ayuda 🙌🏻",desconocido,5,"Atlanta, GA",2024-10-01,Cancun,Ultramar Cancun,"Espectacular!. Excelente servicio! Todo salió exactamente como se planeó, las personas que colaboran en las taquillas súper amables y dispuestos a ayudar! Los horarios perfectos y el ferry súper limpio y ameno. Enrique es es mejor gracias por toda la ayuda 🙌🏻."
Excelente servicio,"Excelente servicio, Enrique fue muy amable y mi amiga dejó su tarjeta y él la guardo y la devolvió! Definitivamente volveríamos a abordar con ustedes.",desconocido,5,anonimo,2024-10-01,Cancun,Ultramar Cancun,"Excelente servicio. Excelente servicio, Enrique fue muy amable y mi amiga dejó su tarjeta y él la guardo y la devolvió! Definitivamente volveríamos a abordar con ustedes."
Excelente,"Todo súper organizado, el personal fue muy amable, se nos olvidó una tarjeta de crédito en el punto de pago y muy amablemente la devolvieron, el ferry muy bonito.",desconocido,5,anonimo,2024-10-01,Cancun,Ultramar Cancun,"Excelente. Todo súper organizado, el personal fue muy amable, se nos olvidó una tarjeta de crédito en el punto de pago y muy amablemente la devolvieron, el ferry muy bonito."
Otro gran viaje en ferry!,"Ultramar es siempre oportuno, limpio, y el personal es muy servicial y amable. Me encanta la música en vivo y los aperitivos también. Los manipuladores de equipaje también son agradables.",desconocido,5,"Saint Paul, MN",2024-10-01,Cancun,Ultramar Cancun,"Otro gran viaje en ferry!. Ultramar es siempre oportuno, limpio, y el personal es muy servicial y amable. Me encanta la música en vivo y los aperitivos también. Los manipuladores de equipaje también son agradables."
¡Traiga consigo cualquier cargamento o cualquier cosa de valor DENTRO del ferry!,"El servicio era genial y el personal era amable, pero NO DEJES QUE TOMEN TUS MANOS Y LAS GUARDEN! Pasarán por tus pertenencias y ROBARÁN. Mis Airpods MAX y el altavoz Bluetooth JBL fueron robados de mi bolso de mano. No sabíamos que podíamos llevar nuestras maletas dentro del ferry, ya que era la primera vez que viajábamos en ferry de Playa a Cozumel. ¡Ten cuidado! Aprendimos la lección.",desconocido,3,"Dallas, TX",2024-10-01,Cancun,Ultramar Cancun,"¡Traiga consigo cualquier cargamento o cualquier cosa de valor DENTRO del ferry!. El servicio era genial y el personal era amable, pero NO DEJES QUE TOMEN TUS MANOS Y LAS GUARDEN! Pasarán por tus pertenencias y ROBARÁN. Mis Airpods MAX y el altavoz Bluetooth JBL fueron robados de mi bolso de mano. No sabíamos que podíamos llevar nuestras maletas dentro del ferry, ya que era la primera vez que viajábamos en ferry de Playa a Cozumel. ¡Ten cuidado! Aprendimos la lección."
Pésimo servicio en isla mujeres,"El servicio de su personal en fila para ingresar, es pesimoSus scaner no funcionan y la actitud del personal es malísima",desconocido,1,anonimo,2024-10-01,Cancun,Ultramar Cancun,"Pésimo servicio en isla mujeres. El servicio de su personal en fila para ingresar, es pesimoSus scaner no funcionan y la actitud del personal es malísima."
PESIMO SERVICIO DE FACTURACION,"Un suplicio para poder facturar, pero denuncie al SAT y me facturaron. Es una lastima que su atención a clientes sea tan deficiente,",desconocido,1,anonimo,2024-09-01,Cancun,Ultramar Cancun,"PESIMO SERVICIO DE FACTURACION. Un suplicio para poder facturar, pero denuncie al SAT y me facturaron. Es una lastima que su atención a clientes sea tan deficiente,."
PESIMO SERVICO,"CUIDADO SI NECESITAN FACTURAR POR QUE NO PODRAN HACERLOLa peor experiencia en facturación, te dicen que tienes 4 días para hacerlo en su pagina, la cual es una porquería y no te deja hacerlo. Al querer solucionarlo por teléfono, correo o whats es imposible, nadie te responde y te dejan en visto, es la ultima vez que cruzamos en estos barco, por mucho mejor los de Xcaret.",desconocido,1,anonimo,2024-09-01,Cancun,Ultramar Cancun,"PESIMO SERVICO. CUIDADO SI NECESITAN FACTURAR POR QUE NO PODRAN HACERLOLa peor experiencia en facturación, te dicen que tienes 4 días para hacerlo en su pagina, la cual es una porquería y no te deja hacerlo. Al querer solucionarlo por teléfono, correo o whats es imposible, nadie te responde y te dejan en visto, es la ultima vez que cruzamos en estos barco, por mucho mejor los de Xcaret."
PARQUE GARRAFON,"Me encantó la experiencia y la persona que me lo vendió fue súper acertada y amable, su nombre es Marco López de ultramar ferry",desconocido,5,anonimo,2024-09-01,Cancun,Ultramar Cancun,"PARQUE GARRAFON. Me encantó la experiencia y la persona que me lo vendió fue súper acertada y amable, su nombre es Marco López de ultramar ferry."
Abuso en precio de ultramar playa caracol,"Compren sus tickets por Internet. Al llegar a mostrador de ultramar Playa Caracol en Cancún para ir a Isla Mujeres,  aunque dice en el letrero un precio, se aumentan impuestos de los cuales no hay comprobante. Por eso no aceptan pago con tarjetas para evitar el control de ingresos.  Eso nos pasa a mexicanos, con los extranjeros han de robar más.",desconocido,1,anonimo,2024-09-01,Cancun,Ultramar Cancun,"Abuso en precio de ultramar playa caracol. Compren sus tickets por Internet. Al llegar a mostrador de ultramar Playa Caracol en Cancún para ir a Isla Mujeres,  aunque dice en el letrero un precio, se aumentan impuestos de los cuales no hay comprobante. Por eso no aceptan pago con tarjetas para evitar el control de ingresos.  Eso nos pasa a mexicanos, con los extranjeros han de robar más."
"Me gusto mucho lo recomiendo, es un lugar para ver el mar y poder comer súper buena la música. Lo recomiendo","Súper buena la atención y la comida, recomiendo mucho este lugar igual al que nos atendió marco. La música es muy agradable y el ambiente",desconocido,5,anonimo,2025-07-01,Cancun,Avenida Kukulkan,"Me gusto mucho lo recomiendo, es un lugar para ver el mar y poder comer súper buena la música. Lo recomiendo. Súper buena la atención y la comida, recomiendo mucho este lugar igual al que nos atendió marco. La música es muy agradable y el ambiente."
"Me encanto coco bongo, una experiencia diferente","Me pareció sobrevalorado, tiene lugares lindos si, pero no cumplió mis expectativas, en cuanto al servicio del hotel (hard rock Riviera maya) instalaciones muy cómodas, diferentes ambientes de restaurantes y un servicio muy bueno.",desconocido,4,anonimo,2025-03-01,Cancun,Avenida Kukulkan,"Me encanto coco bongo, una experiencia diferente. Me pareció sobrevalorado, tiene lugares lindos si, pero no cumplió mis expectativas, en cuanto al servicio del hotel (hard rock Riviera maya) instalaciones muy cómodas, diferentes ambientes de restaurantes y un servicio muy bueno."
No es lo que fue,"Antes era una avenida muy pintoresca, decorada con columnas que simulaban ser monumentos mayas. Ahora los quitaron, se puede encontrar cada tanto un restaurante, estan todos los hoteles. Lo bueno es que el transporte publico es bueno, rapido y frecuente. Y no es caro, el boleto cuesta 12 MXN. En uno de sus extremos hay 2 malls, y una rueda gigante.",desconocido,3,"Montevideo, Uruguay",2024-05-01,Cancun,Avenida Kukulkan,"No es lo que fue. Antes era una avenida muy pintoresca, decorada con columnas que simulaban ser monumentos mayas. Ahora los quitaron, se puede encontrar cada tanto un restaurante, estan todos los hoteles. Lo bueno es que el transporte publico es bueno, rapido y frecuente. Y no es caro, el boleto cuesta 12 MXN. En uno de sus extremos hay 2 malls, y una rueda gigante."
Great location,"Convenient location. Main road, easy access to local bus routes, tourist places, shopping centers, restaurants, activities and hotels.",desconocido,5,"Atlanta, GA",2023-07-01,Cancun,Avenida Kukulkan,"Great location. Convenient location. Main road, easy access to local bus routes, tourist places, shopping centers, restaurants, activities and hotels."
Una buena avenida,Esta avenida es una de las más importantes y la realidad es que si tiene mucho que ofrecer. Es una de las que más visito cuando estoy en Cancún.,desconocido,5,anonimo,2024-02-01,Cancun,Avenida Kukulkan,Una buena avenida. Esta avenida es una de las más importantes y la realidad es que si tiene mucho que ofrecer. Es una de las que más visito cuando estoy en Cancún.
Great Christmas Vacation,This resort is amazing.  We loved everything about it!  The food was delicious.  Drinks were top notch.  The service everywhere was very good from the beach to the housekeeping.,desconocido,5,anonimo,2023-12-01,Cancun,Avenida Kukulkan,Great Christmas Vacation. This resort is amazing.  We loved everything about it!  The food was delicious.  Drinks were top notch.  The service everywhere was very good from the beach to the housekeeping.
Un símbolo de la zona hotelera y de todo Cancún,"La avenida Kukulcán a lo largo de sus 26 kms. une todos los hoteles de la zona hotelera de norte a sur, inicia saliendo de Cancún y termina cerca del acceso al aeropuerto. Las numerosas líneas de ""camiones"" (ómnibus) trasladan a los turistas de los hoteles más distantes a la zona más céntrica y viceversa.",desconocido,4,"Nassau, Isla Nueva Providencia",2023-03-01,Cancun,Avenida Kukulkan,"Un símbolo de la zona hotelera y de todo Cancún. La avenida Kukulcán a lo largo de sus 26 kms. une todos los hoteles de la zona hotelera de norte a sur, inicia saliendo de Cancún y termina cerca del acceso al aeropuerto. Las numerosas líneas de ""camiones"" (ómnibus) trasladan a los turistas de los hoteles más distantes a la zona más céntrica y viceversa."
I stayed here,I think it is a great place to go dinning or go out at night. But I stayed here for long time during my vacations and I don't think it was a good choice for me.Next time will choose somewhere more quiet,desconocido,5,"Sarajevo, Bosnia-Herzegovina",2024-01-01,Cancun,Avenida Kukulkan,I stayed here. I think it is a great place to go dinning or go out at night. But I stayed here for long time during my vacations and I don't think it was a good choice for me.Next time will choose somewhere more quiet.
If Las Vegas was in the Caribbean ,"A beautiful and long boulevard lined with many resorts and green areas filled with palms. Nice to walk through during the day and night. Many restaurants, casinos and stores.",desconocido,5,Perú,2023-01-01,Cancun,Avenida Kukulkan,"If Las Vegas was in the Caribbean. A beautiful and long boulevard lined with many resorts and green areas filled with palms. Nice to walk through during the day and night. Many restaurants, casinos and stores."
La mejor elección.,"La avenida Kukulkan es fantástica. Es ideal para correr o caminar, para tomar un bus o andar en bici, tanto de día como de noche. Conecta todo: hoteles, shoppings, restos, bancos y atracciones. Fue fantástico estar cerca de esta avenida, super iluminada, con mucho movimiento a toda hora. La zona hotelera de Cancún es sin dudas la mejor elección cuando se busca alojamiento en este magnífico destino.",desconocido,5,"Los Ángeles, CA",2023-01-01,Cancun,Avenida Kukulkan,"La mejor elección. La avenida Kukulkan es fantástica. Es ideal para correr o caminar, para tomar un bus o andar en bici, tanto de día como de noche. Conecta todo: hoteles, shoppings, restos, bancos y atracciones. Fue fantástico estar cerca de esta avenida, super iluminada, con mucho movimiento a toda hora. La zona hotelera de Cancún es sin dudas la mejor elección cuando se busca alojamiento en este magnífico destino."
zona hotelera Cancun,"ir en bus publico, taxi o bus turistico hop on hop off (U$S 16), bajar en Playa Tortugas(hay OXXO por víveres)  y Playa Gaviota Azul para playa mar tranquilo, desde aca al sur mar bravo olas, luego caminar zona Cocobongo, precio altos, cambio moneda, shoppings caros no vale la pena perder tiempo, con el mar hermoso hay corredores(pasajes) entre algunos hoteles para quela gente pase a la playa publica.  Zona artesanias, restaurantes. ",desconocido,4,"Montevideo, Uruguay",2023-02-01,Cancun,Avenida Kukulkan,"zona hotelera Cancun. ir en bus publico, taxi o bus turistico hop on hop off (U$S 16), bajar en Playa Tortugas(hay OXXO por víveres)  y Playa Gaviota Azul para playa mar tranquilo, desde aca al sur mar bravo olas, luego caminar zona Cocobongo, precio altos, cambio moneda, shoppings caros no vale la pena perder tiempo, con el mar hermoso hay corredores(pasajes) entre algunos hoteles para quela gente pase a la playa publica.  Zona artesanias, restaurantes."
Conexiones,"Esta avenida conecta la zona hotelera, shoppings, casas de cambio, propuestas gastronómicas y de entretenimiento.Se puede pasear caminando o recorrerla en los buses que pasan continuamente.",desconocido,4,"Buenos Aires, Argentina",2022-12-01,Cancun,Avenida Kukulkan,"Conexiones. Esta avenida conecta la zona hotelera, shoppings, casas de cambio, propuestas gastronómicas y de entretenimiento.Se puede pasear caminando o recorrerla en los buses que pasan continuamente."
Tranquilidad absoluta,"Pasear por este lugar me hizo sentir muy tranquila y en armonía, perdí la noción del tiempo mientras caminaba por aquí, lo amé.",desconocido,5,"Ciudad de México, México",2022-09-01,Cancun,Avenida Kukulkan,"Tranquilidad absoluta. Pasear por este lugar me hizo sentir muy tranquila y en armonía, perdí la noción del tiempo mientras caminaba por aquí, lo amé."
Para pasear,"Una buen opción para pasar el día, disfrutarlo con comida, caminando y comprando cosas, hay muchas personas haciendo distintas actividades y se puede caminar con seguridad, es perfecto para desestresarse y hacer compras de todo tipo.",desconocido,5,Perú,2022-11-01,Cancun,Avenida Kukulkan,"Para pasear. Una buen opción para pasar el día, disfrutarlo con comida, caminando y comprando cosas, hay muchas personas haciendo distintas actividades y se puede caminar con seguridad, es perfecto para desestresarse y hacer compras de todo tipo."
Segura,"Realmente la avenida es muy segura, con mi esposo nos gusta caminar y lo hicimos en varios horarios, se ve muchas personas haciendo deporte por la avenida. Está bien mantenida y limpia. Lo único es que durante toda la avenida hay muy pocos cruces peatonales o semáforos, por lo que tenías que cruzar corriendo la autopista",desconocido,4,"Santiago, Chile",2022-02-01,Cancun,Avenida Kukulkan,"Segura. Realmente la avenida es muy segura, con mi esposo nos gusta caminar y lo hicimos en varios horarios, se ve muchas personas haciendo deporte por la avenida. Está bien mantenida y limpia. Lo único es que durante toda la avenida hay muy pocos cruces peatonales o semáforos, por lo que tenías que cruzar corriendo la autopista."
¡Súper fácil y divertido!,La avenida más larga de Cancún te llevará al punto A para estar en Cancún. Autobuses públicos fácilmente disponibles. Cuesta $ 12 pesos (diciembre de 2021) viajar por trayecto. Vale la pena ver el paisaje local fuera de su hotel.,desconocido,5,"Calgary, Canadá",2021-12-01,Cancun,Avenida Kukulkan,¡Súper fácil y divertido!. La avenida más larga de Cancún te llevará al punto A para estar en Cancún. Autobuses públicos fácilmente disponibles. Cuesta $ 12 pesos (diciembre de 2021) viajar por trayecto. Vale la pena ver el paisaje local fuera de su hotel.
Vía artería,"Es la principal avenida junto a la playa por la cual se llegan a las principales playas públicas, centros comerciales, embarcaderos y hoteles de lujo.",desconocido,5,"Medellín, Colombia",2021-12-01,Cancun,Avenida Kukulkan,"Vía artería. Es la principal avenida junto a la playa por la cual se llegan a las principales playas públicas, centros comerciales, embarcaderos y hoteles de lujo."
límpialo,"No culpamos a los turistas por abarrotar este lugar. La culpa debería recaer en la política de no abordar todo tipo de malos tratos y comportamientos que se dan en esta vía. Seguramente, el lugar podría limpiarse. Además, basura por todas las calles.",desconocido,1,anonimo,2021-03-01,Cancun,Avenida Kukulkan,"límpialo. No culpamos a los turistas por abarrotar este lugar. La culpa debería recaer en la política de no abordar todo tipo de malos tratos y comportamientos que se dan en esta vía. Seguramente, el lugar podría limpiarse. Además, basura por todas las calles."
Shopping ,Shopping muy lindo kulkucan es el shopping más bonito pero aún se encuentra medio vacío pero es hermoso ,desconocido,5,anonimo,2021-02-01,Cancun,Avenida Kukulkan,Shopping. Shopping muy lindo kulkucan es el shopping más bonito pero aún se encuentra medio vacío pero es hermoso.
Bulevar principal de la Zona Hotelera,"Bueno, la Avenida Kukulkan es la calle principal que recorre toda la Zona Hotelera. Deriva su nombre de la deidad emplumada maya que tenía poderes sobrenaturales.Sin embargo, el bulevar no es de especial interés turístico. Es una calle bastante larga con hoteles esparcidos a lo largo de ella, algunos centros comerciales y restaurantes (que me pregunto cómo se las arreglan para sobrevivir, ya que casi todos los hoteles alrededor son todo incluido).Tampoco me pareció interesante para caminar ya que no pasa por el mar, sino por hoteles monstruosos de hormigón.",desconocido,3,"Belgrado, Serbia",2021-01-01,Cancun,Avenida Kukulkan,"Bulevar principal de la Zona Hotelera. Bueno, la Avenida Kukulkan es la calle principal que recorre toda la Zona Hotelera. Deriva su nombre de la deidad emplumada maya que tenía poderes sobrenaturales.Sin embargo, el bulevar no es de especial interés turístico. Es una calle bastante larga con hoteles esparcidos a lo largo de ella, algunos centros comerciales y restaurantes (que me pregunto cómo se las arreglan para sobrevivir, ya que casi todos los hoteles alrededor son todo incluido).Tampoco me pareció interesante para caminar ya que no pasa por el mar, sino por hoteles monstruosos de hormigón."
Vacation ,"Nice place to have a great walk, dinner and enjoy the great weather of Cancun, Good restaurants and a lot of bars to have great time.",desconocido,5,"Dallas, TX",2021-02-01,Cancun,Avenida Kukulkan,"Vacation. Nice place to have a great walk, dinner and enjoy the great weather of Cancun, Good restaurants and a lot of bars to have great time."
VERY NICE,"Kukulkán Avenue is where all the hotels in Cancun are located and it offers us a beautiful landscape To walk, run or go for a very enjoyable bike ride",desconocido,5,"Saskatoon, Canadá",2021-01-01,Cancun,Avenida Kukulkan,"VERY NICE. Kukulkán Avenue is where all the hotels in Cancun are located and it offers us a beautiful landscape To walk, run or go for a very enjoyable bike ride."
Todo un Tour esta avenida,Las cosas más emblemáticas de Cancún están sobre este Boulevard .Hay que cruzar de lado a lado para que. Veas la variedad de atracciones que ofrece.,desconocido,5,"Gómez Palacio, México",2020-10-01,Cancun,Avenida Kukulkan,Todo un Tour esta avenida. Las cosas más emblemáticas de Cancún están sobre este Boulevard .Hay que cruzar de lado a lado para que. Veas la variedad de atracciones que ofrece.
Mis vacaciones a Cancún,Quede impresionada del colorido y la belleza de todos los hoteles que están a lo largo de toda la avenida Kukulkan .Se puede divisar el mar con sus preciosas aguas azules de un lado y de otro lago la laguna .Mucho tráfico carros que van y vienen .Pero muy divertido el conductor nos fue dando cada detalle de lo que veíamos en esa avenida .,desconocido,4,Estados Unidos,2020-09-01,Cancun,Avenida Kukulkan,Mis vacaciones a Cancún. Quede impresionada del colorido y la belleza de todos los hoteles que están a lo largo de toda la avenida Kukulkan .Se puede divisar el mar con sus preciosas aguas azules de un lado y de otro lago la laguna .Mucho tráfico carros que van y vienen .Pero muy divertido el conductor nos fue dando cada detalle de lo que veíamos en esa avenida .
Excelente avenida,"Calle muy bonita, muy cuidada sin baches y con los mejores restaurantes y áreas de compras en Cancún",desconocido,5,"Ciudad Juárez, México",2020-09-01,Cancun,Avenida Kukulkan,"Excelente avenida. Calle muy bonita, muy cuidada sin baches y con los mejores restaurantes y áreas de compras en Cancún."
