Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview
Hermoso,Fui con un pequeño grupo de familiares al final de un fin de semana de bodas. Fue la manera perfecta de terminar nuestro tiempo en Puebla. Estaba ocurriendo un festival de Navidad y nos encantaba caminar y disfrutar de las luces y la belleza. Gente encantadora que nos hizo sentir bienvenidos.,5,2022-12-01,Puebla,Zocalo De Puebla,Hermoso. Fui con un pequeño grupo de familiares al final de un fin de semana de bodas. Fue la manera perfecta de terminar nuestro tiempo en Puebla. Estaba ocurriendo un festival de Navidad y nos encantaba caminar y disfrutar de las luces y la belleza. Gente encantadora que nos hizo sentir bienvenidos.
El Zócalo Puebla es un gran lugar para pasar el tiempo,Me encanta el Zócalo de Puebla. Siempre pasan muchas cosas. Un montón de fotografías. Muy colorido y vale la pena caminar en él todos los días.,5,2022-10-01,Puebla,Zocalo De Puebla,El Zócalo Puebla es un gran lugar para pasar el tiempo. Me encanta el Zócalo de Puebla. Siempre pasan muchas cosas. Un montón de fotografías. Muy colorido y vale la pena caminar en él todos los días.
Muy encantador y colorido.,Lugar agradable. muy tipico Muchos restaurantes y bares en el mismo centro de una encantadora ciudad colonial.,5,2022-09-01,Puebla,Zocalo De Puebla,Muy encantador y colorido. Lugar agradable. muy tipico Muchos restaurantes y bares en el mismo centro de una encantadora ciudad colonial.
No ser extrañado,"El Zócalo es el corazón del Distrito Histórico, un oasis de vegetación con muchas bancas, algunas estatuas y un pabellón. Los fines de semana suele haber alguna actuación de baile y canto al aire libre. El parque está rodeado de muchos excelentes restaurantes además de la Catedral.",5,2022-06-01,Puebla,Zocalo De Puebla,"No ser extrañado. El Zócalo es el corazón del Distrito Histórico, un oasis de vegetación con muchas bancas, algunas estatuas y un pabellón. Los fines de semana suele haber alguna actuación de baile y canto al aire libre. El parque está rodeado de muchos excelentes restaurantes además de la Catedral."
Viaje a Puebla familia,"Los familiares que lleve se fueron Muy contento, sobre todo la seguridad que hay ahora en Puebla con esta administración",4,2022-04-01,Puebla,Zocalo De Puebla,"Viaje a Puebla familia. Los familiares que lleve se fueron Muy contento, sobre todo la seguridad que hay ahora en Puebla con esta administración."
Los Portales,pese a ser un Zócalo pequeño el de Puebla no deja de tener esa magia de sus portales con sus locales de comida que le dan ese sabor tan suyo y que al viajero le gusta le enamora o solo satisface su necesidad de degustar una buena comida ,5,2022-02-01,Puebla,Zocalo De Puebla,Los Portales. pese a ser un Zócalo pequeño el de Puebla no deja de tener esa magia de sus portales con sus locales de comida que le dan ese sabor tan suyo y que al viajero le gusta le enamora o solo satisface su necesidad de degustar una buena comida.
un día de relax,"Visité el hermoso centro histórico de la Ciudad de Puebla, el clima muy agradable, la Catedral de estilo plateresco, barróco construida entre los siglos XVI  y XVII, rodeada de hermosos edificios coloniales y en un costado los hermosos portales en donde se puede degustar un excelente café además de una buena comida tipica ",5,2021-10-01,Puebla,Zocalo De Puebla,"un día de relax. Visité el hermoso centro histórico de la Ciudad de Puebla, el clima muy agradable, la Catedral de estilo plateresco, barróco construida entre los siglos XVI  y XVII, rodeada de hermosos edificios coloniales y en un costado los hermosos portales en donde se puede degustar un excelente café además de una buena comida tipica."
Un buen lugar sombreado,"Justo en el centro del Casco Histórico ya la izquierda de la Catedral principal. Un buen punto de partida para un recorrido. Una agradable zona sombreada donde uno puede relajarse, pero no hay suficientes bancos para sentarse.",4,2022-04-01,Puebla,Zocalo De Puebla,"Un buen lugar sombreado. Justo en el centro del Casco Histórico ya la izquierda de la Catedral principal. Un buen punto de partida para un recorrido. Una agradable zona sombreada donde uno puede relajarse, pero no hay suficientes bancos para sentarse."
Precioso,"En general, todo el lugar es hermoso, venta de artesanías, souvenirs, café, restaurantes, de todo un poco, ademas de caminar por entre los  de arboles, que dan sombra hacen mas relajante la caminata.",5,2022-01-01,Puebla,Zocalo De Puebla,"Precioso. En general, todo el lugar es hermoso, venta de artesanías, souvenirs, café, restaurantes, de todo un poco, ademas de caminar por entre los  de arboles, que dan sombra hacen mas relajante la caminata."
caos,"Tránsito de autos y bicicletas, calles con multiples vendedores ambulantes que ocupan los mínimos espacios para caminar, música altisonante de personas que te piden dinero por todas partes.  Recomiendo planificar cuáles lugares desean conocer e ir específicamente. Poco seguro para niños y adultos mayores, en realidad poco seguro para cualquier persona. Omitiendo todo eso, hay dos o tres cosas que valen la pena. No volvería.",2,2021-09-01,Puebla,Zocalo De Puebla,"caos. Tránsito de autos y bicicletas, calles con multiples vendedores ambulantes que ocupan los mínimos espacios para caminar, música altisonante de personas que te piden dinero por todas partes.  Recomiendo planificar cuáles lugares desean conocer e ir específicamente. Poco seguro para niños y adultos mayores, en realidad poco seguro para cualquier persona. Omitiendo todo eso, hay dos o tres cosas que valen la pena. No volvería."
Parada Obligatoria,"Lugar lleno de historia, alrededor de las calles, edificios que conservan su fachada original, la Catedral majestuosa, y el Parquecito cuenta con las letras de Puebla, en éstas fechas está decorado con unas Calaveritas muy simpáticas para tomar la foto del recuerdo.",4,2021-11-01,Puebla,Zocalo De Puebla,"Parada Obligatoria. Lugar lleno de historia, alrededor de las calles, edificios que conservan su fachada original, la Catedral majestuosa, y el Parquecito cuenta con las letras de Puebla, en éstas fechas está decorado con unas Calaveritas muy simpáticas para tomar la foto del recuerdo."
Colorido y hermoso,El zócalo de puebla es hermoso!! Muy pintoresco y colorido. Con muchas artesanías que comprar y dulces deliciosos. Fue una bonita tarde recorriendo sus calles y disfrutando.,5,2021-10-01,Puebla,Zocalo De Puebla,Colorido y hermoso. El zócalo de puebla es hermoso!! Muy pintoresco y colorido. Con muchas artesanías que comprar y dulces deliciosos. Fue una bonita tarde recorriendo sus calles y disfrutando.
Gran plaza rodeada de edificios históricos,"Enorme plaza rodeada de iglesias, museos y edificios gubernamentales. Fuerte presencia policial con antidisturbios alrededor de la plaza.",4,2021-09-01,Puebla,Zocalo De Puebla,"Gran plaza rodeada de edificios históricos. Enorme plaza rodeada de iglesias, museos y edificios gubernamentales. Fuerte presencia policial con antidisturbios alrededor de la plaza."
Looking ,Todo cerrado todo alrededor de la plaza principal cerrada no se puede caminar los vendedores no hay por ningún lado ah está un poco incómodo en estos momentos puede ser por COVID puede ser porque están arreglando para las festividades del 16 de septiembre oooh puede ser por Pedro Juan y las cotorras que sello simplemente el Zócalo un poco restringido para caminar y ver,2,2021-08-01,Puebla,Zocalo De Puebla,Looking. Todo cerrado todo alrededor de la plaza principal cerrada no se puede caminar los vendedores no hay por ningún lado ah está un poco incómodo en estos momentos puede ser por COVID puede ser porque están arreglando para las festividades del 16 de septiembre oooh puede ser por Pedro Juan y las cotorras que sello simplemente el Zócalo un poco restringido para caminar y ver.
No está disponible en julio 21,Estuvimos allí el fin de semana y con mucha pena no pudimos apreciar la linda plaza pueblerina. Estaba cercada por madera y no había paso entonces solo comimos los churros típicos de la gran ciudad de Puebla,1,2021-07-01,Puebla,Zocalo De Puebla,No está disponible en julio 21. Estuvimos allí el fin de semana y con mucha pena no pudimos apreciar la linda plaza pueblerina. Estaba cercada por madera y no había paso entonces solo comimos los churros típicos de la gran ciudad de Puebla.
Una experiencia única,"El Zócalo De Puebla su lugar muy hermoso que alberga mucha  historia y cultura, aquí se puede pasar un rato agradable, dando una caminata por la noche, en la que se puede disfrutar  su mayor esplendor, además el trato de las personas es amable e incluso puedes degustar de diversos platillos en los restaurantes de alrededor.",5,2020-11-01,Puebla,Zocalo De Puebla,"Una experiencia única. El Zócalo De Puebla su lugar muy hermoso que alberga mucha  historia y cultura, aquí se puede pasar un rato agradable, dando una caminata por la noche, en la que se puede disfrutar  su mayor esplendor, además el trato de las personas es amable e incluso puedes degustar de diversos platillos en los restaurantes de alrededor."
Mucha historia,El Zócalo De Puebla su lugar con historia con cultura donde puede uno pasar un rato agradable caminar comer en sus múltiples restaurantes incluso entrar a la catedral que es preciosa,4,2021-05-01,Puebla,Zocalo De Puebla,Mucha historia. El Zócalo De Puebla su lugar con historia con cultura donde puede uno pasar un rato agradable caminar comer en sus múltiples restaurantes incluso entrar a la catedral que es preciosa.
Cerrado parcialmente.,"El zócalo de la ciudad de Puebla es muy agradable para caminar, para sentarse a ver pasar a la gente, asearse el calzado.",4,2021-05-01,Puebla,Zocalo De Puebla,"Cerrado parcialmente. El zócalo de la ciudad de Puebla es muy agradable para caminar, para sentarse a ver pasar a la gente, asearse el calzado."
Increíble,No soy de esta ciudad pero viví aquí varios años y el zócalo es increíble para estar y pasear por aquí. Me gusta mucho cómo lo arreglan en diciembre.,5,2020-05-01,Puebla,Zocalo De Puebla,Increíble. No soy de esta ciudad pero viví aquí varios años y el zócalo es increíble para estar y pasear por aquí. Me gusta mucho cómo lo arreglan en diciembre.
NO QUITEN ARBOLES,"Están reparando esperamos solo sea el piso, y no le cambien NADA MAS NO QUITEN ÁRBOLES. ASI ES HERMOSO ",2,2021-03-01,Puebla,Zocalo De Puebla,"NO QUITEN ARBOLES. Están reparando esperamos solo sea el piso, y no le cambien NADA MAS NO QUITEN ÁRBOLES. ASI ES HERMOSO."
Ataff frontal decepcionante,"Si bien he estado aquí muchas veces, el nuevo personal de recepción es grosero y completo sin servicio al cliente. Me informaron que necesitaría agregar mi nombre a una lista de espera durante un tiempo ocupado, lo cual hice felizmente. Después de una hora de no escuchar ninguna actualización, me registré para encontrar muchas mesas abiertas y otros comentarios de los clientes que aconsejaban sobre un servicio grosero. Fuera del servicio de recepción, el resto de nuestra experiencia fue una delicia con asientos abiertos, un excelente menú y un personal feliz. Si puede superar la primera experiencia grosera, no se sentirá decepcionado.",1,2021-03-01,Puebla,Zocalo De Puebla,"Ataff frontal decepcionante. Si bien he estado aquí muchas veces, el nuevo personal de recepción es grosero y completo sin servicio al cliente. Me informaron que necesitaría agregar mi nombre a una lista de espera durante un tiempo ocupado, lo cual hice felizmente. Después de una hora de no escuchar ninguna actualización, me registré para encontrar muchas mesas abiertas y otros comentarios de los clientes que aconsejaban sobre un servicio grosero. Fuera del servicio de recepción, el resto de nuestra experiencia fue una delicia con asientos abiertos, un excelente menú y un personal feliz. Si puede superar la primera experiencia grosera, no se sentirá decepcionado."
No hay palabras para describir este lugar.,"Sí, podría ser v como soy de Puebla, pero, de nuevo, he visitado la mayoría de los z calos de las principales ciudades de México y, en mi opinión, este zócalo con el de Yucatán siguen siendo los mejores, Ciudad de México. estaría en la lista, pero la ciudad había permitido que los idiotas la invadieran, así que sí. En este zócalo encuentras todo lo que puedas necesitar para pasar un buen rato paseando. Comida por doquier, una linda fuente, al lado de la Catedral más grande de México y todo tipo de vendedores. ¡Sobre todo, definitivamente necesitas visitar el zócalo si estás en Puebla! ¡Ven a Puebla, seguro que te quedas!",5,2020-10-01,Puebla,Zocalo De Puebla,"No hay palabras para describir este lugar. Sí, podría ser v como soy de Puebla, pero, de nuevo, he visitado la mayoría de los z calos de las principales ciudades de México y, en mi opinión, este zócalo con el de Yucatán siguen siendo los mejores, Ciudad de México. estaría en la lista, pero la ciudad había permitido que los idiotas la invadieran, así que sí. En este zócalo encuentras todo lo que puedas necesitar para pasar un buen rato paseando. Comida por doquier, una linda fuente, al lado de la Catedral más grande de México y todo tipo de vendedores. ¡Sobre todo, definitivamente necesitas visitar el zócalo si estás en Puebla! ¡Ven a Puebla, seguro que te quedas!."
Muy activo.,"Z calo tiene una bonita fuente en el centro.La oficina de información turística del gobierno, los autobuses turísticos, los restaurantes y las tiendas están abiertos y practican procedimientos de desinfección y distanciamiento social. Agradable para caminar, la Catedral también se encuentra justo allí.",5,2020-10-01,Puebla,Zocalo De Puebla,"Muy activo. Z calo tiene una bonita fuente en el centro.La oficina de información turística del gobierno, los autobuses turísticos, los restaurantes y las tiendas están abiertos y practican procedimientos de desinfección y distanciamiento social. Agradable para caminar, la Catedral también se encuentra justo allí."
bonito lugar,"muy bonito lugar y muy bien cuidado, está muy limpio. sus calles son empedradas y la hispitalidad de la gente agradable",4,2020-11-01,Puebla,Zocalo De Puebla,"bonito lugar. muy bonito lugar y muy bien cuidado, está muy limpio. sus calles son empedradas y la hispitalidad de la gente agradable."
Agradable lugar,"Excelente lugar para pasear ! Incluso ahorita con el tema de pandemia, es un lugar hermoso para pasear a los pequeños",5,2020-11-01,Puebla,Zocalo De Puebla,"Agradable lugar. Excelente lugar para pasear ! Incluso ahorita con el tema de pandemia, es un lugar hermoso para pasear a los pequeños."
Hermoso,"Todo puebla esta muy hermoso, colonial, muy limpio, edificios muy bonitos, mucha historia. Dulces tipicos",5,2020-11-01,Puebla,Zocalo De Puebla,"Hermoso. Todo puebla esta muy hermoso, colonial, muy limpio, edificios muy bonitos, mucha historia. Dulces tipicos."
Catedral,"Preciosa, imperdible. Tomar un tour para que les expliquen los retablos, hace la gran diferencia recorrerla con un guía",5,2020-11-01,Puebla,Zocalo De Puebla,"Catedral. Preciosa, imperdible. Tomar un tour para que les expliquen los retablos, hace la gran diferencia recorrerla con un guía."
No me gustó,Deberia de haber más seguridad  y mucha gente pidiendo dinero con cara de asaltarte  drogada no.me gusto deberían hacer algo,2,2020-11-01,Puebla,Zocalo De Puebla,No me gustó. Deberia de haber más seguridad  y mucha gente pidiendo dinero con cara de asaltarte  drogada no.me gusto deberían hacer algo.
CATEDRAL SORPRENDENTE ,"La catedral es impresionante, increíble aunque falta algún servicio de guía para que entiendas y sepas toda su historia. Desconozco si hay visita huida al campanario, la hemos visitado por lo menos 8 veces y nadie nos lo ha ofrecido.El zócalo no ofrece nada relevante pero es bonito.",4,2020-09-01,Puebla,Zocalo De Puebla,"CATEDRAL SORPRENDENTE. La catedral es impresionante, increíble aunque falta algún servicio de guía para que entiendas y sepas toda su historia. Desconozco si hay visita huida al campanario, la hemos visitado por lo menos 8 veces y nadie nos lo ha ofrecido.El zócalo no ofrece nada relevante pero es bonito."
Caminar por el zócalo y comer ahí es una gran experiencia.,El visitar Puebla y no recorrer su centro histórico sería perderse de algo de la historia de Mexico. Cada calle guarda un secreto y el zócalo en particular a sido testigo de inumerables acontecimientos importantes.,5,2019-10-01,Puebla,Zocalo De Puebla,Caminar por el zócalo y comer ahí es una gran experiencia. El visitar Puebla y no recorrer su centro histórico sería perderse de algo de la historia de Mexico. Cada calle guarda un secreto y el zócalo en particular a sido testigo de inumerables acontecimientos importantes.
muy bonito,"es un lugar digno de admirarse, prefecto para pasar un buen rato ahícon muchas opciones para ir a comer, tomar algo o ir de compras ya que hay muchas tiendas cercael único detalle esq hay muchas gente pidiendo limosna, deberían de hacer algo al respecto por que en camino al hotel me tope con uno que en algún momento creí que me jalaría la bolsa",4,2020-08-01,Puebla,Zocalo De Puebla,"muy bonito. es un lugar digno de admirarse, prefecto para pasar un buen rato ahícon muchas opciones para ir a comer, tomar algo o ir de compras ya que hay muchas tiendas cercael único detalle esq hay muchas gente pidiendo limosna, deberían de hacer algo al respecto por que en camino al hotel me tope con uno que en algún momento creí que me jalaría la bolsa."
Bello como todos los Zócalos de México.,Tiene una oferta gastronómica muy importante y próximo al mismo una oferta cultural destacable. Julio de 2016,4,2019-07-01,Puebla,Zocalo De Puebla,Bello como todos los Zócalos de México. Tiene una oferta gastronómica muy importante y próximo al mismo una oferta cultural destacable. Julio de 2016.
El mundo sería un lugar mejor si ...,"El mundo sería un lugar mejor si cada ciudad y pueblo tuviera un Zócalo. Y todo planificador municipal, director de parque y gerente de arte debe visitar Puebla para aprender cómo hacer un espacio público asombroso. No podía tener suficiente del centro de Puebla: las calles y los parques están llenos de gente feliz. Las sonrisas son frecuentes y la risa es fácil. Y eso es en un día laboral. Todo está súper limpio y nos sentimos seguros tanto de día como de noche. El Zócalo, o parque central, es el centro de todo. Alrededor del Zócalo hay suficiente cultura, sitios históricos, calles pintorescas, restaurantes y tiendas para poner celosa a cualquier ciudad.",5,2020-01-01,Puebla,Zocalo De Puebla,"El mundo sería un lugar mejor si ... El mundo sería un lugar mejor si cada ciudad y pueblo tuviera un Zócalo. Y todo planificador municipal, director de parque y gerente de arte debe visitar Puebla para aprender cómo hacer un espacio público asombroso. No podía tener suficiente del centro de Puebla: las calles y los parques están llenos de gente feliz. Las sonrisas son frecuentes y la risa es fácil. Y eso es en un día laboral. Todo está súper limpio y nos sentimos seguros tanto de día como de noche. El Zócalo, o parque central, es el centro de todo. Alrededor del Zócalo hay suficiente cultura, sitios históricos, calles pintorescas, restaurantes y tiendas para poner celosa a cualquier ciudad."
¡Imprescindible en Puebla!,"Esta es una plaza típica de una ciudad colonial mexicana, pero es hermosa. Muy grande y llena de árboles. Rodeado de restaurantes y otros comercios. ¡Lugar agradable!",5,2020-01-01,Puebla,Zocalo De Puebla,"¡Imprescindible en Puebla!. Esta es una plaza típica de una ciudad colonial mexicana, pero es hermosa. Muy grande y llena de árboles. Rodeado de restaurantes y otros comercios. ¡Lugar agradable!."
Olvida todo lo que creías saber sobre México y su gastronomía…. Es mejor !!,"Lo primero de un viaje a México es que México es todo lo que no sabías sobre México…. y más ~ y en una tierra que ofrece lo mejor de las experiencias interculturales que se remontan a miles de años atrás, hasta los mejores alimentos y acompañamientos actuales, modernos pero basados en la tradición, y ofrece todo en una deslumbrante variedad de colores y formas. y sabores. La cocina es exótica, infaliblemente creativa, infaliblemente especiada y aromatizada, y exquisitamente equilibrada en más formas de las que uno podría pensar. Olvídate de los tacos, nachos y tortillas. . eso es solo arañar la superficie de un vasto repertorio que te absorbe y mantiene tu cabeza dando vueltas con más. Verduras frescas y crudas, hierbas secas y flores preservadas, raíces y otras partes de plantas se incorporan de manera creativa, sin apretar y sin vacilar, en la corriente principal de la comida: tanto es así que algunos platos, cuando se sirven, parecen arreglos florales más para deleitar la vista que el paleta ... pero si no lo supiera mejor, se lo perdería enormemente. Yo ? No tenía ni idea ... ¡pero qué manera de aprender! ! Te agarra por tus papilas gustativas y luego baila balanceándote como una muñeca de trapo hasta que está listo ... lo que puede que nunca sea así.Fuimos invitados a visitar México por un querido amigo de nuestro vecindario en NY, que va todos los años. Fue un regalo especial y tuvimos mucha suerte de poder aceptarlo. Además de quedarnos con ella en Puebla durante 5 días, pasamos dos días en la Ciudad de México y luego 2 días en Puerto Vallarta. Cada lugar fue una experiencia en una cultura que asombró y encantó.Puebla tiene docenas de increíbles restaurantes por toda la ciudad antigua. Sin embargo, la mayor atracción son las más de 40 iglesias esparcidas por casi todos los bloques centrales de la ciudad. Y la plaza central, el Zócalo, es el principal punto de encuentro de la ciudad, donde todo sucede… lento y fácil. Los fines de semana, este espacio se llena de puestos de mercado, vendedores ambulantes, comerciantes, etc., y la arcada circundante es invadida por los numerosos restaurantes que ocupan la plaza, que ofrecen alimentos frescos y deliciosamente preparados para un desayuno tradicional, brunch o bien entrada. la cena, todo en mesas al aire libre dispuestas entre una deslumbrante variedad de comerciantes locales que venden sus productos mientras caminan cargando cargas imposibles de cosas, con montones de sombreros y también cargando niños en la cadera, para arrancar. Fascinante. Pero a diferencia de esos vendedores ambulantes en otros países, estas personas no te molestan en tu mesa a menos que uno los llame para algo.Entonces, este era nuestro primer día completo allí, y el domingo es día de mercado, así que salimos a desayunar tarde, y quiero decir tarde: antes de la siesta, casi ... en el Zócalo. Nos instalamos en un establecimiento que parecía prometedor, Puerta Azul, en el lado sombreado de la vasta plaza, y nos servimos una suntuosa comida de huevos, trozos de pollo, tortillas redondas y crujientes con camarones y salsa, pollo con otro tipo y un montón de cervezas y tequila (¡sí!) para empezar el día. ¿Cuándo en México, hacer como…? El brunch se sirve en forma de buffet, así que te sirves todo lo que quieras y te traen el café, los jugos y las bebidas a medida que los pides. No hay prisa: es solo un día más en el parque.Para los tres, nuestra cuenta fue de 432 pesos, que en ese momento era de unos 22 dólares. 00. Es asombroso lo lejos que llega el dólar en algunos lugares.",5,2019-08-01,Puebla,Zocalo De Puebla,"Olvida todo lo que creías saber sobre México y su gastronomía…. Es mejor !!. Lo primero de un viaje a México es que México es todo lo que no sabías sobre México…. y más ~ y en una tierra que ofrece lo mejor de las experiencias interculturales que se remontan a miles de años atrás, hasta los mejores alimentos y acompañamientos actuales, modernos pero basados en la tradición, y ofrece todo en una deslumbrante variedad de colores y formas. y sabores. La cocina es exótica, infaliblemente creativa, infaliblemente especiada y aromatizada, y exquisitamente equilibrada en más formas de las que uno podría pensar. Olvídate de los tacos, nachos y tortillas. . eso es solo arañar la superficie de un vasto repertorio que te absorbe y mantiene tu cabeza dando vueltas con más. Verduras frescas y crudas, hierbas secas y flores preservadas, raíces y otras partes de plantas se incorporan de manera creativa, sin apretar y sin vacilar, en la corriente principal de la comida: tanto es así que algunos platos, cuando se sirven, parecen arreglos florales más para deleitar la vista que el paleta ... pero si no lo supiera mejor, se lo perdería enormemente. Yo ? No tenía ni idea ... ¡pero qué manera de aprender! ! Te agarra por tus papilas gustativas y luego baila balanceándote como una muñeca de trapo hasta que está listo ... lo que puede que nunca sea así.Fuimos invitados a visitar México por un querido amigo de nuestro vecindario en NY, que va todos los años. Fue un regalo especial y tuvimos mucha suerte de poder aceptarlo. Además de quedarnos con ella en Puebla durante 5 días, pasamos dos días en la Ciudad de México y luego 2 días en Puerto Vallarta. Cada lugar fue una experiencia en una cultura que asombró y encantó.Puebla tiene docenas de increíbles restaurantes por toda la ciudad antigua. Sin embargo, la mayor atracción son las más de 40 iglesias esparcidas por casi todos los bloques centrales de la ciudad. Y la plaza central, el Zócalo, es el principal punto de encuentro de la ciudad, donde todo sucede… lento y fácil. Los fines de semana, este espacio se llena de puestos de mercado, vendedores ambulantes, comerciantes, etc., y la arcada circundante es invadida por los numerosos restaurantes que ocupan la plaza, que ofrecen alimentos frescos y deliciosamente preparados para un desayuno tradicional, brunch o bien entrada. la cena, todo en mesas al aire libre dispuestas entre una deslumbrante variedad de comerciantes locales que venden sus productos mientras caminan cargando cargas imposibles de cosas, con montones de sombreros y también cargando niños en la cadera, para arrancar. Fascinante. Pero a diferencia de esos vendedores ambulantes en otros países, estas personas no te molestan en tu mesa a menos que uno los llame para algo.Entonces, este era nuestro primer día completo allí, y el domingo es día de mercado, así que salimos a desayunar tarde, y quiero decir tarde: antes de la siesta, casi ... en el Zócalo. Nos instalamos en un establecimiento que parecía prometedor, Puerta Azul, en el lado sombreado de la vasta plaza, y nos servimos una suntuosa comida de huevos, trozos de pollo, tortillas redondas y crujientes con camarones y salsa, pollo con otro tipo y un montón de cervezas y tequila (¡sí!) para empezar el día. ¿Cuándo en México, hacer como…? El brunch se sirve en forma de buffet, así que te sirves todo lo que quieras y te traen el café, los jugos y las bebidas a medida que los pides. No hay prisa: es solo un día más en el parque.Para los tres, nuestra cuenta fue de 432 pesos, que en ese momento era de unos 22 dólares. 00. Es asombroso lo lejos que llega el dólar en algunos lugares."
Punto de reunión,"Sin lugar a duda, el lugar exacto para reunirse con la familia o amigos es el Zocalo de Puebla, de ahí se puede partir a vivir experiencias maravillosas en ésta Ciudad, y si se cansan, sentarse un momento y ver a la gente pasar, disfrutar las vistas, la fuente, es algo que debes vivir.",5,2020-03-01,Puebla,Zocalo De Puebla,"Punto de reunión. Sin lugar a duda, el lugar exacto para reunirse con la familia o amigos es el Zocalo de Puebla, de ahí se puede partir a vivir experiencias maravillosas en ésta Ciudad, y si se cansan, sentarse un momento y ver a la gente pasar, disfrutar las vistas, la fuente, es algo que debes vivir."
"Centro tranquilo, seguro, hermoso: ¡belleza por doquier!","Estuve en mayo del 2018, realizando investigación académica, y por motivos que desconozco mi reseña no aparece, aunque sí está lo que escribí sobre otros lugares durante mi viaje. En fin, Puebla me cautivó a tal punto que quisiera irme a vivir allá.",5,2019-04-01,Puebla,Zocalo De Puebla,"Centro tranquilo, seguro, hermoso: ¡belleza por doquier!. Estuve en mayo del 2018, realizando investigación académica, y por motivos que desconozco mi reseña no aparece, aunque sí está lo que escribí sobre otros lugares durante mi viaje. En fin, Puebla me cautivó a tal punto que quisiera irme a vivir allá."
Pintoresco,"Excelente lugar para pasear, comprar dulces y Talavera. También puedes visitar sus famosas iglesias.",3,2020-03-01,Puebla,Zocalo De Puebla,"Pintoresco. Excelente lugar para pasear, comprar dulces y Talavera. También puedes visitar sus famosas iglesias."
Zocalo,Súper bonito el lugar nos tocó la feria del libro todo muy ordenado y limpio de ahí tomamos el turibus también muy recomendado,5,2020-03-01,Puebla,Zocalo De Puebla,Zocalo. Súper bonito el lugar nos tocó la feria del libro todo muy ordenado y limpio de ahí tomamos el turibus también muy recomendado.
Gran centro poblano,"Magnífica plaza, corazón de la ciudad, con edificios nobiliarios y administrativos.Marca el ritmo de la ciudad.Bares y restaurantes para disfrutarImprescindible.",4,2019-08-01,Puebla,Zocalo De Puebla,"Gran centro poblano. Magnífica plaza, corazón de la ciudad, con edificios nobiliarios y administrativos.Marca el ritmo de la ciudad.Bares y restaurantes para disfrutarImprescindible."
"Esta capilla esta dentro del templo de Santo Domingo a 1 cuadra del zocalo.En mi opinión,si bien es un símbolo religioso cristiano,lo sentí muy recargado de cosas y la ostentación del oro empleado hizo preguntarme muchas cosas.Si bien arquitectonicamente y ornamentalmente es exuberante vale la pena visitar","Esta capilla esta dentro del templo de Santo Domingo a 1 cuadra del zocalo.En mi opinión,si bien es un símbolo religioso cristiano,lo sentí muy recargado de cosas y la ostentación del oro empleado hizo preguntarme muchas cosas.Si bien arquitectonicamente y ornamentalmente es exuberante vale la pena visitar",3,2025-07-01,Puebla,Capilla Del Rosario,"Esta capilla esta dentro del templo de Santo Domingo a 1 cuadra del zocalo.En mi opinión,si bien es un símbolo religioso cristiano,lo sentí muy recargado de cosas y la ostentación del oro empleado hizo preguntarme muchas cosas.Si bien arquitectonicamente y ornamentalmente es exuberante vale la pena visitar. Esta capilla esta dentro del templo de Santo Domingo a 1 cuadra del zocalo.En mi opinión,si bien es un símbolo religioso cristiano,lo sentí muy recargado de cosas y la ostentación del oro empleado hizo preguntarme muchas cosas.Si bien arquitectonicamente y ornamentalmente es exuberante vale la pena visitar."
El Resplandor Dorado de la Devoción,"Una explosión de arte barroco que te deja sin aliento. Sus detalles dorados y su riqueza son impresionantes. Es una joya de la arquitectura religiosa, un testimonio de la fe y el esplendor en esta ciudad mexicana",5,2025-02-01,Puebla,Capilla Del Rosario,"El Resplandor Dorado de la Devoción. Una explosión de arte barroco que te deja sin aliento. Sus detalles dorados y su riqueza son impresionantes. Es una joya de la arquitectura religiosa, un testimonio de la fe y el esplendor en esta ciudad mexicana."
Magnífico,Absolutamente impresionante. Una visita obligada cuando en Puebla. Es fácil caminar hasta la concurrida calle 5 de mayu. La capilla está dentro de la iglesia Santo Domingo en el lado izquierdo del altar.,5,2025-02-01,Puebla,Capilla Del Rosario,Magnífico. Absolutamente impresionante. Una visita obligada cuando en Puebla. Es fácil caminar hasta la concurrida calle 5 de mayu. La capilla está dentro de la iglesia Santo Domingo en el lado izquierdo del altar.
Visita obligada en Puebla.,"Un lugar de visita obligada. La arquitectura fantástica y los detalles intrincados dentro de la iglesia son increíbles. Te sientas allí para empaparte de la enormidad del arte, la arquitectura y la paz.",5,2025-01-01,Puebla,Capilla Del Rosario,"Visita obligada en Puebla. Un lugar de visita obligada. La arquitectura fantástica y los detalles intrincados dentro de la iglesia son increíbles. Te sientas allí para empaparte de la enormidad del arte, la arquitectura y la paz."
Un lugar hermoso ,Una joya de la arquitectura se.los quiero recomendar ampliamente para buscar paz y armonía con DIOS En la capilla hay servicio de guías que por una propina te explican todo Te recomiendo ir con ropa adecuada por respeto Hay tienda de cosas religiosas  no dejes de comprar ,5,2024-11-01,Puebla,Capilla Del Rosario,Un lugar hermoso. Una joya de la arquitectura se.los quiero recomendar ampliamente para buscar paz y armonía con DIOS En la capilla hay servicio de guías que por una propina te explican todo Te recomiendo ir con ropa adecuada por respeto Hay tienda de cosas religiosas  no dejes de comprar.
