Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaEstadia,Ciudad,Atraccion,TituloReview
"Fue un Excelente experiencia, todo estuvo muy bien, desde la atención de la gente, la comida y los lugares que visitamos, la pla","Todo estuvo bien, nos llevamos de Mazatlán muy bonitos recuerdos, el hotel PLAYA MAZATLÁN, nos trataron de Maravilla.",desconocido,5,anonimo,2025-08-01,Mazatlan,Playa Brujas,"Fue un Excelente experiencia, todo estuvo muy bien, desde la atención de la gente, la comida y los lugares que visitamos, la pla. Todo estuvo bien, nos llevamos de Mazatlán muy bonitos recuerdos, el hotel PLAYA MAZATLÁN, nos trataron de Maravilla."
Hemosa playa,Una playa que se encuentra alejada del bullicio de la ciudad en donde puedes encontrar paz y puedes realizar caminatas extensas disfrutando su hermoso paisaje.,desconocido,4,"Mazatlán, México",2024-07-01,Mazatlan,Playa Brujas,Hemosa playa. Una playa que se encuentra alejada del bullicio de la ciudad en donde puedes encontrar paz y puedes realizar caminatas extensas disfrutando su hermoso paisaje.
"Un día en Playa ""Cerritos""","Es una Playa bonita, hay peñascos, recomiendo llevar teni de agua por si quieres andar entre las rocas, también tiene una parte con playa lisa arenosa y muy planita.Se disfruta mucho ver cómo rompen las olas en los ""cerritos"" y el atardecer hermoso. En la mañanita se disfruta mucho la calma del mar y entre las piedras encuentras el agua muy clara.",desconocido,5,anonimo,2024-05-01,Mazatlan,Playa Brujas,"Un día en Playa ""Cerritos"". Es una Playa bonita, hay peñascos, recomiendo llevar teni de agua por si quieres andar entre las rocas, también tiene una parte con playa lisa arenosa y muy planita.Se disfruta mucho ver cómo rompen las olas en los ""cerritos"" y el atardecer hermoso. En la mañanita se disfruta mucho la calma del mar y entre las piedras encuentras el agua muy clara."
"Gran playa, pero mejor no planear meterse en el agua.","Primera vez a Mazatlán y la costa oeste de México.Playa Brujas es una playa de arena maravillosamente amplia con vistas realmente bonitas de las puestas de sol sobre el océano. Realmente un gran lugar para dar largos paseos por la playa.Pequeños mercados muy bonitos justo al lado de la playa con restaurantes y tiendas turísticas.Desafortunadamente, la playa a menudo estaba llena por la tarde y temprano en la noche, aunque estaba menos concurrida que las playas más al sur, cerca del centro de Mazatlán.Desafortunadamente, olas y mareas muy grandes y peligrosas durante todo el día durante nuestra estadía de 2 semanas en abril, por lo que si no eres un nadador cómodo en el océano, esto es bastante peligroso para el principiante. Más de un local indicó que cada año son un par de turistas los que se ahogan en esta playa. Así que el agua no era utilizable para nosotros, los turistas marineros de agua dulce, ¡lo cual fue una gran decepción!Además de las olas peligrosas, hubo advertencias de bandera roja de mantarrayas y medusas de principios de temporada continuamente durante todo el día y todos los días durante nuestra estadía.Entonces, como compensación entre hermosas puestas de sol y aguas mucho más tranquilas del océano a lo largo de Cancún en el golfo, elegiremos un océano utilizable más tranquilo.",desconocido,2,"Alberta, Canadá",2024-04-01,Mazatlan,Playa Brujas,"Gran playa, pero mejor no planear meterse en el agua. Primera vez a Mazatlán y la costa oeste de México.Playa Brujas es una playa de arena maravillosamente amplia con vistas realmente bonitas de las puestas de sol sobre el océano. Realmente un gran lugar para dar largos paseos por la playa.Pequeños mercados muy bonitos justo al lado de la playa con restaurantes y tiendas turísticas.Desafortunadamente, la playa a menudo estaba llena por la tarde y temprano en la noche, aunque estaba menos concurrida que las playas más al sur, cerca del centro de Mazatlán.Desafortunadamente, olas y mareas muy grandes y peligrosas durante todo el día durante nuestra estadía de 2 semanas en abril, por lo que si no eres un nadador cómodo en el océano, esto es bastante peligroso para el principiante. Más de un local indicó que cada año son un par de turistas los que se ahogan en esta playa. Así que el agua no era utilizable para nosotros, los turistas marineros de agua dulce, ¡lo cual fue una gran decepción!Además de las olas peligrosas, hubo advertencias de bandera roja de mantarrayas y medusas de principios de temporada continuamente durante todo el día y todos los días durante nuestra estadía.Entonces, como compensación entre hermosas puestas de sol y aguas mucho más tranquilas del océano a lo largo de Cancún en el golfo, elegiremos un océano utilizable más tranquilo."
¡¡¡Cuánta basura !!!!,"La playa está tan llena de basura que solo recuerda usar tus zapatos y la playa de Cerritos a la vuelta de la esquina está llena de basura hasta las rodillas. Muy deteriorado y basura por todas partes amontonada en las aceras, por lo que tienes que caminar por la calle para sortearla. El Loonie Bean es genial, pero luego hay 7 u 8 tiendas de souvenirs más allá llenas de la misma basura que tienen las otras tiendas. Parece que hubiera sido agradable en el pasado y las vistas son hermosas, pero no mires la basura. Lo más triste de México fue la basura por todos lados… . Se puede ver que, lamentablemente, no se enorgullecen de su país.",desconocido,1,anonimo,2024-02-01,Mazatlan,Playa Brujas,"¡¡¡Cuánta basura !!!!. La playa está tan llena de basura que solo recuerda usar tus zapatos y la playa de Cerritos a la vuelta de la esquina está llena de basura hasta las rodillas. Muy deteriorado y basura por todas partes amontonada en las aceras, por lo que tienes que caminar por la calle para sortearla. El Loonie Bean es genial, pero luego hay 7 u 8 tiendas de souvenirs más allá llenas de la misma basura que tienen las otras tiendas. Parece que hubiera sido agradable en el pasado y las vistas son hermosas, pero no mires la basura. Lo más triste de México fue la basura por todos lados… . Se puede ver que, lamentablemente, no se enorgullecen de su país."
Playa increíble,Esta es la mejor playa en la que he caminado. Es tan amplio y plano durante la marea baja que nunca se siente abarrotado. Grandes olas además de rocas y pozas de marea para explorar. Muy sereno. ¡Me encantó!,desconocido,5,"Winnipeg, Canadá",2024-02-01,Mazatlan,Playa Brujas,Playa increíble. Esta es la mejor playa en la que he caminado. Es tan amplio y plano durante la marea baja que nunca se siente abarrotado. Grandes olas además de rocas y pozas de marea para explorar. Muy sereno. ¡Me encantó!.
Cerca de Riu Bahía Esmeralda,"Playa Burjas es una playa profunda, con seguridad para nadar en el océano, y está cerca del Hotel Riu Emerald Bay. La playa está limpia, la arena es fina, sin embargo, hay exponencialmente más personas en Playa Burjas que en la adyacente Playa Cerritos.",desconocido,4,"Calgary, Canadá",2022-12-01,Mazatlan,Playa Brujas,"Cerca de Riu Bahía Esmeralda. Playa Burjas es una playa profunda, con seguridad para nadar en el océano, y está cerca del Hotel Riu Emerald Bay. La playa está limpia, la arena es fina, sin embargo, hay exponencialmente más personas en Playa Burjas que en la adyacente Playa Cerritos."
Hermosa playa de las brujas,"El agua estaba muy calientita y la playa es hermosa, sin embargo, la playa tenía un poco de piedras por lo cual era difícil caminar sin sandalias",desconocido,4,anonimo,2022-09-01,Mazatlan,Playa Brujas,"Hermosa playa de las brujas. El agua estaba muy calientita y la playa es hermosa, sin embargo, la playa tenía un poco de piedras por lo cual era difícil caminar sin sandalias."
💯,"FABULOSA!!!en sí todo Mazatlán me encanta,cada una de sus playas,la zona dorada,el malecón,el paseo del centenario,el faro!!! En fin todo está 100%recomendable👌👍",desconocido,5,"Celaya, México",2022-08-01,Mazatlan,Playa Brujas,"💯. FABULOSA!!!en sí todo Mazatlán me encanta,cada una de sus playas,la zona dorada,el malecón,el paseo del centenario,el faro!!! En fin todo está 100%recomendable👌👍."
Humilde dia de playa,"Facil de obtener. Traiga sus propias toallas y equipo. 2 restaurantes justo en la playa y te instalarán una carpa, una mesa y sillas en la arena si quieres seguir esa ruta.",desconocido,4,anonimo,2022-05-01,Mazatlan,Playa Brujas,"Humilde dia de playa. Facil de obtener. Traiga sus propias toallas y equipo. 2 restaurantes justo en la playa y te instalarán una carpa, una mesa y sillas en la arena si quieres seguir esa ruta."
la comida es decente,"El servicio está bajando de otros años. No estoy seguro si no tienen tanta gente, o las que tienen ahora, simplemente no les importa. En 2020 les hubiera dado y 8/10. Ahora 4 / 10 . Fui 4 o 5 veces este año y encontré el mismo servicio cada vez.",desconocido,3,"Calgary, Canadá",2022-01-01,Mazatlan,Playa Brujas,"la comida es decente. El servicio está bajando de otros años. No estoy seguro si no tienen tanta gente, o las que tienen ahora, simplemente no les importa. En 2020 les hubiera dado y 8/10. Ahora 4 / 10 . Fui 4 o 5 veces este año y encontré el mismo servicio cada vez."
Fantástica playa!,"Nos alojamos en el Riu Emerald Bay, así que pasamos un tiempo en Playa Brujas. Recomendaría agarrar una tabla de boogie o alquilar una tabla de surf. ¡Las olas son geniales! No hay algas en la playa y es muy grande, por lo que no está llena de gente. Muchos vendedores alrededor también.",desconocido,5,"Blackfalds, Canadá",2021-12-01,Mazatlan,Playa Brujas,"Fantástica playa!. Nos alojamos en el Riu Emerald Bay, así que pasamos un tiempo en Playa Brujas. Recomendaría agarrar una tabla de boogie o alquilar una tabla de surf. ¡Las olas son geniales! No hay algas en la playa y es muy grande, por lo que no está llena de gente. Muchos vendedores alrededor también."
Bonita playa para ir un rato corto,"La playa mas bonita de Mazatlan, es muy bella y tranquila de gente a comparación de la zona dorada, el único detalle es que si no estas hospedado en un hotel o condominio, no hay baños ni salvavidas y hay muy pocos lugares donde comer",desconocido,4,"Torreón, México",2021-07-01,Mazatlan,Playa Brujas,"Bonita playa para ir un rato corto. La playa mas bonita de Mazatlan, es muy bella y tranquila de gente a comparación de la zona dorada, el único detalle es que si no estas hospedado en un hotel o condominio, no hay baños ni salvavidas y hay muy pocos lugares donde comer."
Playa Alejada del Bullicio.,Está playa es un respiro ya que está algo alejada de la zona dorada y el malecón.No es que no haya gente aquí pero el nivel de ruido y movimiento no se compara por lo que en nuestro caso disfrutamos un momento de tranquilidad cuando la visitamos.Lo playa es bonita pero nada del otro mundo y el mar es peligrosos aquí por lo que no se recomienda que entres a nadar.Está bien si tienes cómo moverte en Maz y quieres conocer otras zonas pero tampoco vale la pena si te tienes que esforzar mucho en llegar a ella.,desconocido,3,"Hermosillo, México",2021-05-01,Mazatlan,Playa Brujas,Playa Alejada del Bullicio. Está playa es un respiro ya que está algo alejada de la zona dorada y el malecón.No es que no haya gente aquí pero el nivel de ruido y movimiento no se compara por lo que en nuestro caso disfrutamos un momento de tranquilidad cuando la visitamos.Lo playa es bonita pero nada del otro mundo y el mar es peligrosos aquí por lo que no se recomienda que entres a nadar.Está bien si tienes cómo moverte en Maz y quieres conocer otras zonas pero tampoco vale la pena si te tienes que esforzar mucho en llegar a ella.
"Bueno, pero no es lo mismo de años pasados.","La comida estaba bien, las bebidas eran buenas! Sin embargo, el servicio y la comida definitivamente no son de la misma calidad y porciones que en años anteriores. Va cuesta abajo. Triste pero cierto",desconocido,4,"Yukon, OK",2019-11-01,Mazatlan,Playa Brujas,"Bueno, pero no es lo mismo de años pasados. La comida estaba bien, las bebidas eran buenas! Sin embargo, el servicio y la comida definitivamente no son de la misma calidad y porciones que en años anteriores. Va cuesta abajo. Triste pero cierto."
Me encanta esta zona!,"Gran playa para caminar y simplemente colgar, especialmente en marea baja. Alrededor de 7 + lugares para comer y mariscos súper frescos, además de un Oxxo y algunos lugares de recuerdo. Me encantó Roy por el bistec y muchas gracias al Last Drop por estar abierto hasta tarde para poder ver hockey. Yo recomendaría esta área.",desconocido,5,"Vancouver, Canadá",2020-01-01,Mazatlan,Playa Brujas,"Me encanta esta zona!. Gran playa para caminar y simplemente colgar, especialmente en marea baja. Alrededor de 7 + lugares para comer y mariscos súper frescos, además de un Oxxo y algunos lugares de recuerdo. Me encantó Roy por el bistec y muchas gracias al Last Drop por estar abierto hasta tarde para poder ver hockey. Yo recomendaría esta área."
La mejor playa y restaurante en Mazatlán,"Playa favorita en Mazatlán con el mejor restaurante. Al aire libre y buena comida. Abundantes cócteles y grandes ojos dulces! ! Surfers Yum! !He estado de vacaciones aquí por veinte años. Playa Brujas es un viaje de un día completo: desayuno, sol, masajes, siesta, caminata, cócteles, puesta de sol y cena. El tequila de café es algo que debes probar.",desconocido,5,anonimo,2019-03-01,Mazatlan,Playa Brujas,"La mejor playa y restaurante en Mazatlán. Playa favorita en Mazatlán con el mejor restaurante. Al aire libre y buena comida. Abundantes cócteles y grandes ojos dulces! ! Surfers Yum! !He estado de vacaciones aquí por veinte años. Playa Brujas es un viaje de un día completo: desayuno, sol, masajes, siesta, caminata, cócteles, puesta de sol y cena. El tequila de café es algo que debes probar."
Puestas de sol tan tranquilas y hermosas,Nos alojamos en esta área y definitivamente lo preferimos a la zona más antigua o la Zona Dorada. Hay algunos hoteles y restaurantes y es muy tranquilo.,desconocido,5,"Winnipeg, Canadá",2020-01-01,Mazatlan,Playa Brujas,Puestas de sol tan tranquilas y hermosas. Nos alojamos en esta área y definitivamente lo preferimos a la zona más antigua o la Zona Dorada. Hay algunos hoteles y restaurantes y es muy tranquilo.
Muy bonita playa ... Ideal para surfear,"Esta área es básicamente el final de la playa si caminabas hacia el norte a lo largo de la playa desde la Bahía Riu Emerald.Las olas son típicamente grandes en esta área. Es una gran área para surfear. Aquí se encuentra el restaurante de mariscos.Sr. Lionso, que es muy popular. También hay pequeñas tiendas para ir de compras. Si tuviera que caminar un pococalle abajo, detrás del restaurante de mariscos, encontrará un área de centro comercial con bares, tiendas y restaurantes.usted encontrará",desconocido,4,"Edmonton, Canadá",2019-04-01,Mazatlan,Playa Brujas,"Muy bonita playa ... Ideal para surfear. Esta área es básicamente el final de la playa si caminabas hacia el norte a lo largo de la playa desde la Bahía Riu Emerald.Las olas son típicamente grandes en esta área. Es una gran área para surfear. Aquí se encuentra el restaurante de mariscos.Sr. Lionso, que es muy popular. También hay pequeñas tiendas para ir de compras. Si tuviera que caminar un pococalle abajo, detrás del restaurante de mariscos, encontrará un área de centro comercial con bares, tiendas y restaurantes.usted encontrará."
Mira la corriente! Z,"Una hermosa playa con grandes olas, a los surfistas les encanta. La resaca es viciosa, por eso se llama Bruja, que significa entonces Playa de Brujas. Observamos a un surfista muerto sacado del agua en el mes de noviembre de 2019, y hubo otro incidente más tarde, pero no hubo muerte. CONOCE tus corrientes.",desconocido,5,"West Vancouver, Canadá",2019-11-01,Mazatlan,Playa Brujas,"Mira la corriente! Z. Una hermosa playa con grandes olas, a los surfistas les encanta. La resaca es viciosa, por eso se llama Bruja, que significa entonces Playa de Brujas. Observamos a un surfista muerto sacado del agua en el mes de noviembre de 2019, y hubo otro incidente más tarde, pero no hubo muerte. CONOCE tus corrientes."
Playa agradable pero con oleaje ,Estuve hospedado en el hotel riu y caminando 10 minutos esta esta playa con olas moderadas no se puede una meter por las piedras y las corrientes es bonito caminar hay pequeños restaurantes a precios accesibles buena opción en la tarde para los atardeceres o mejor aún en la mañana gracias,desconocido,4,"Ciudad de México, México",2019-12-01,Mazatlan,Playa Brujas,Playa agradable pero con oleaje. Estuve hospedado en el hotel riu y caminando 10 minutos esta esta playa con olas moderadas no se puede una meter por las piedras y las corrientes es bonito caminar hay pequeños restaurantes a precios accesibles buena opción en la tarde para los atardeceres o mejor aún en la mañana gracias.
Salir a cenar con la familia del señor Lionsa,"Me encanta este restaurante, siempre es divertido. Buena comida (camarones de coco y excelentes mariscos) 2 para una Marquita tampoco están mal. El ambiente es bueno con la banda, Clown hace animales con globos para todas las edades. Me encanta el tequila de café (compré una botella para llevar a la fiesta de cumpleaños de cuñado. ¡Ve todos los años allí!",desconocido,5,"Sherwood Park, Canadá",2019-11-01,Mazatlan,Playa Brujas,"Salir a cenar con la familia del señor Lionsa. Me encanta este restaurante, siempre es divertido. Buena comida (camarones de coco y excelentes mariscos) 2 para una Marquita tampoco están mal. El ambiente es bueno con la banda, Clown hace animales con globos para todas las edades. Me encanta el tequila de café (compré una botella para llevar a la fiesta de cumpleaños de cuñado. ¡Ve todos los años allí!."
Buena playa,"Playa realmente fresca, grandes olas y mucho espacio para relajarse. Gran restaurante en el lado norte.",desconocido,5,"Kelowna, Canadá",2019-11-01,Mazatlan,Playa Brujas,"Buena playa. Playa realmente fresca, grandes olas y mucho espacio para relajarse. Gran restaurante en el lado norte."
Hermosa playa,"Gran lugar para pasar el día! Impresionante playa para surfear o caminar, especialmente en marea baja. Justo al lado de la playa, en la roca del norte, hay un restaurante y tiendas.",desconocido,5,"Edmonton, Canadá",2019-11-01,Mazatlan,Playa Brujas,"Hermosa playa. Gran lugar para pasar el día! Impresionante playa para surfear o caminar, especialmente en marea baja. Justo al lado de la playa, en la roca del norte, hay un restaurante y tiendas."
No se puede nadar,"Oleaje demasiado fuerte sobre todo si vas con niños, no hay sombrillas ni sillas, el restaurante que está arriba caro hay mejores lugares",desconocido,3,anonimo,2019-07-01,Mazatlan,Playa Brujas,"No se puede nadar. Oleaje demasiado fuerte sobre todo si vas con niños, no hay sombrillas ni sillas, el restaurante que está arriba caro hay mejores lugares."
HOTEL RIU,"Este hotel me encanto , esta en el nuevo mazatlan , la playa esta muy bonita, en el hotel hay buenas habitaciones, limpieza y maneja todo incluida, la comida es rica. Definitivamente si volvería a alojarme en este hotel",desconocido,5,"Chihuahua, México",2018-08-01,Mazatlan,Playa Brujas,"HOTEL RIU. Este hotel me encanto , esta en el nuevo mazatlan , la playa esta muy bonita, en el hotel hay buenas habitaciones, limpieza y maneja todo incluida, la comida es rica. Definitivamente si volvería a alojarme en este hotel."
Me encanta la ubicación,Justo en la playa. 2 por 1 copas después de las 6 pm. La comida es suficiente para compartir. El personal es rápido y amable. Una parada para nosotros.,desconocido,4,"Lakebay, WA",2019-06-01,Mazatlan,Playa Brujas,Me encanta la ubicación. Justo en la playa. 2 por 1 copas después de las 6 pm. La comida es suficiente para compartir. El personal es rápido y amable. Una parada para nosotros.
Bonita para el atardecer ,"Me gustó esta playa para ver el atardecer en Mazatlán, carece de servicios pero es bonita para caminar y subir a las rocas que se encuentran entre la playa y elMar, está recomendable para ir unos 30 mins ",desconocido,4,"Ciudad de México, México",2019-06-01,Mazatlan,Playa Brujas,"Bonita para el atardecer. Me gustó esta playa para ver el atardecer en Mazatlán, carece de servicios pero es bonita para caminar y subir a las rocas que se encuentran entre la playa y elMar, está recomendable para ir unos 30 mins."
Cena y baile con amigos.,"La comida era excelente, la música de Famba, el tiempo estupendo, la vista al mar y el tequila con sabor gratuito (con sabor a almendra y café)",desconocido,5,Mazatlan,2019-02-01,Mazatlan,Playa Brujas,"Cena y baile con amigos. La comida era excelente, la música de Famba, el tiempo estupendo, la vista al mar y el tequila con sabor gratuito (con sabor a almendra y café)."
Para los que gustan del surf,Playa de fuerte oleaje y corrientes marinas no apta para bañistas que no sepan nadar o principiantes. Cuenta con buenos restaurantes y venta de artesanias alrededor.,desconocido,3,"Mazatlán, México",2019-04-01,Mazatlan,Playa Brujas,Para los que gustan del surf. Playa de fuerte oleaje y corrientes marinas no apta para bañistas que no sepan nadar o principiantes. Cuenta con buenos restaurantes y venta de artesanias alrededor.
Guapa y mas tranquila,"Olas más grandes y más remotas que el malecón significa más surfistas y diversión para ver. Pero también hay más pelícanos y otras aves pescando para sus cenas antes del atardecer. Un lugar maravilloso para pasear, tomar el sol y cenar. ¡Recomendado!",desconocido,4,"Dubái, Emiratos Árabes Unidos",2019-03-01,Mazatlan,Playa Brujas,"Guapa y mas tranquila. Olas más grandes y más remotas que el malecón significa más surfistas y diversión para ver. Pero también hay más pelícanos y otras aves pescando para sus cenas antes del atardecer. Un lugar maravilloso para pasear, tomar el sol y cenar. ¡Recomendado!."
Los surfistas vienen aquí,Esto está en Cerritos. Obtendrás un montón de gente local para tratar de surfear las olas que hay. El acceso se ha mejorado desde la calle con un restaurante cercano.,desconocido,4,"Granbury, TX",2019-01-01,Mazatlan,Playa Brujas,Los surfistas vienen aquí. Esto está en Cerritos. Obtendrás un montón de gente local para tratar de surfear las olas que hay. El acceso se ha mejorado desde la calle con un restaurante cercano.
Hermosa playa sin mucha hoteleria,"Es una playa muy amplia y natural, no esta taan invadida de hoteleria, si los hay pero no se ve como en zona dorada o malecon tan invadida, no es taan concurrida por lo que es muy tranquila y relajante, ala entrada hay un restaurant que siempre esta lleno, yo no eh tenido el gusto de ir aun, lo malo es que no hay baños, asi que o te mentalizas o corres al restaurant a veeeeeeer si de suerte se los prestan!!  ajjaja pero fuera de eso, es un lugar muy bello, al lado de ese restaurant hay como una zona rocosa . Se las recomiendo. Y recuerden siempre cargar con su bolsita para juntar la basura que hagan :) ",desconocido,5,"Torreón, México",2018-03-01,Mazatlan,Playa Brujas,"Hermosa playa sin mucha hoteleria. Es una playa muy amplia y natural, no esta taan invadida de hoteleria, si los hay pero no se ve como en zona dorada o malecon tan invadida, no es taan concurrida por lo que es muy tranquila y relajante, ala entrada hay un restaurant que siempre esta lleno, yo no eh tenido el gusto de ir aun, lo malo es que no hay baños, asi que o te mentalizas o corres al restaurant a veeeeeeer si de suerte se los prestan!!  ajjaja pero fuera de eso, es un lugar muy bello, al lado de ese restaurant hay como una zona rocosa . Se las recomiendo. Y recuerden siempre cargar con su bolsita para juntar la basura que hagan :)."
Surf surf surf surf,Tuve un tiempo increíble surfeando en esta playa. Las olas eran de tamaño perfecto y muy consistentes. ¡Hermosa playa!,desconocido,5,"Abbotsford, Canadá",2019-01-01,Mazatlan,Playa Brujas,Surf surf surf surf. Tuve un tiempo increíble surfeando en esta playa. Las olas eran de tamaño perfecto y muy consistentes. ¡Hermosa playa!.
Playa Brujas,"Playa Brujas es el hogar de iionsos, el restaurante de fama internacional situado justo en la playa. Playa brujas es famosa por su playa blanca y blanca y sus olas altas, perfectas para la navegación por el viento y todos los deportes acuáticos. Los turistas deben tener cuidado al nadar aquí, hay fuertes corrientes marinas que lo llevarán más lejos de lo que pueda estar cómodo. Playa brujas está situada al norte de mazatlán y se llama Cerritos. Es deliciosamente virgen; Zona ideal para turistas que no les gusta el tráfico y la congestión. Hay un centro comercial cerca también en la playa que es muy encantador y ofrece restaurantes para todos los gustos.",desconocido,5,"Seattle, WA",2019-01-01,Mazatlan,Playa Brujas,"Playa Brujas. Playa Brujas es el hogar de iionsos, el restaurante de fama internacional situado justo en la playa. Playa brujas es famosa por su playa blanca y blanca y sus olas altas, perfectas para la navegación por el viento y todos los deportes acuáticos. Los turistas deben tener cuidado al nadar aquí, hay fuertes corrientes marinas que lo llevarán más lejos de lo que pueda estar cómodo. Playa brujas está situada al norte de mazatlán y se llama Cerritos. Es deliciosamente virgen; Zona ideal para turistas que no les gusta el tráfico y la congestión. Hay un centro comercial cerca también en la playa que es muy encantador y ofrece restaurantes para todos los gustos."
Gran playa,Puedes caminar desde Playa Brujas hasta el final del resort Tories en una bonita playa de arena. Hay numerosas áreas de conchas para recoger y buscar ballenas y delfines.,desconocido,5,"Athol, ID",2018-11-01,Mazatlan,Playa Brujas,Gran playa. Puedes caminar desde Playa Brujas hasta el final del resort Tories en una bonita playa de arena. Hay numerosas áreas de conchas para recoger y buscar ballenas y delfines.
Cena y puesta de sol en un lugar muy agradable.,Hermosas vistas y una playa para nadar. Los surfistas no tienen. Restaurantes y tiendas. Fácil de tomar un autobús por solo 11 pesos desde cualquier parte de la ciudad o tomar un taxi o pulmonia. Digno de una tarde y cena viendo la puesta de sol.,desconocido,4,"Mazatlán, México",2018-11-01,Mazatlan,Playa Brujas,Cena y puesta de sol en un lugar muy agradable. Hermosas vistas y una playa para nadar. Los surfistas no tienen. Restaurantes y tiendas. Fácil de tomar un autobús por solo 11 pesos desde cualquier parte de la ciudad o tomar un taxi o pulmonia. Digno de una tarde y cena viendo la puesta de sol.
No me gustó.,"Sólo una opción para desayunar. Hay mejores playas, yo no perdería mi tiempo visitando ese lugar, donde no hay agua para enjuagarse los pies.",desconocido,3,"Saltillo, México",2018-07-01,Mazatlan,Playa Brujas,"No me gustó. Sólo una opción para desayunar. Hay mejores playas, yo no perdería mi tiempo visitando ese lugar, donde no hay agua para enjuagarse los pies."
surf y sol,"al que le gustan los deportes extremos, lugar ideal para el surfeo, no apto para novatos, rodeado de restauirantes y comercios con artesanias, no tan tipicas de la region ",desconocido,4,anonimo,2018-07-01,Mazatlan,Playa Brujas,"surf y sol. al que le gustan los deportes extremos, lugar ideal para el surfeo, no apto para novatos, rodeado de restauirantes y comercios con artesanias, no tan tipicas de la region."
Bonita,"Un buen lugar para bañarse en el mar, si es lo que deseas!! la playa limpia, facil acceso, solo que tienes que llevar comida, bebida ya que no hay nada cerca",desconocido,5,"Tijuana, México",2018-05-01,Mazatlan,Playa Brujas,"Bonita. Un buen lugar para bañarse en el mar, si es lo que deseas!! la playa limpia, facil acceso, solo que tienes que llevar comida, bebida ya que no hay nada cerca."
No me gusto,"comi un pescado sarandeado y un platillo de camarones  guisados,  los ingredientes si son de calidad solo el sazon no fue el mejor, se me hicieron muy desabridos sin chiste y muy caros, el lugar es precioso pero   no tienen sabor .",desconocido,2,"Sonora, México",2017-07-01,Mazatlan,Playa Brujas,"No me gusto. comi un pescado sarandeado y un platillo de camarones  guisados,  los ingredientes si son de calidad solo el sazon no fue el mejor, se me hicieron muy desabridos sin chiste y muy caros, el lugar es precioso pero   no tienen sabor ."
una vista hermosa,"si quieres unas buenas fotos y un lugar relajante lo encuentras en playa brujas, oleaje alto y hermoso.  esta es una playa hermosa que tienes que visitar. ",desconocido,5,"San Francisco del Rincón, México",2017-09-01,Mazatlan,Playa Brujas,"una vista hermosa. si quieres unas buenas fotos y un lugar relajante lo encuentras en playa brujas, oleaje alto y hermoso.  esta es una playa hermosa que tienes que visitar."
Hermosa playa,"Una playa con pocas personas y muy limpia, el oleaje es fuerte pero vale la pena nadar.Hay algunos restaurantes.",desconocido,5,"Progreso, México",2018-02-01,Mazatlan,Playa Brujas,"Hermosa playa. Una playa con pocas personas y muy limpia, el oleaje es fuerte pero vale la pena nadar.Hay algunos restaurantes."
Playa muy buena,"La playa esta muy padre, las olas están un poco fuertes pero se disfruta bastante sobre todo si vas con tus amigos. Muy recomendable",desconocido,5,"Aguascalientes, México",2017-12-01,Mazatlan,Playa Brujas,"Playa muy buena. La playa esta muy padre, las olas están un poco fuertes pero se disfruta bastante sobre todo si vas con tus amigos. Muy recomendable."
"Playa bonita, gran restaurante y tiendas, lugar ideal para ver el surf","Estaba a un corto paseo del Riu Emerald Bay y fuimos varias veces a lo largo de nuestra semana allí. Se puede llegar a pie a la playa, o se puede ir por la carretera. Hay un autobús que le llevará cerca (a Cerritos) que es un 2 - 3 minutos a pie.Llegamos a ver un montón de surfers, Restaurante Sr. lionso (Nunca comimos allí, pero la comida era increíble y un montón de recomendaciones de genial recibido). Sr. Lionso tiene su propia tienda de regalos y luego hay también varias otras tiendas. Para las tiendas de regalos, no era tan buena como Cerritos, pero los precios eran mejores. Ya que son sólo una corta distancia aparte hicimos un montón de comparaciones antes de comprar. Si se aloja en el Riu Emerald Bay o algún otro lugar cercano (i. e. a poca distancia) es sin duda un digno de ver!",desconocido,4,"Winnipeg, Canadá",2017-01-01,Mazatlan,Playa Brujas,"Playa bonita, gran restaurante y tiendas, lugar ideal para ver el surf. Estaba a un corto paseo del Riu Emerald Bay y fuimos varias veces a lo largo de nuestra semana allí. Se puede llegar a pie a la playa, o se puede ir por la carretera. Hay un autobús que le llevará cerca (a Cerritos) que es un 2 - 3 minutos a pie.Llegamos a ver un montón de surfers, Restaurante Sr. lionso (Nunca comimos allí, pero la comida era increíble y un montón de recomendaciones de genial recibido). Sr. Lionso tiene su propia tienda de regalos y luego hay también varias otras tiendas. Para las tiendas de regalos, no era tan buena como Cerritos, pero los precios eran mejores. Ya que son sólo una corta distancia aparte hicimos un montón de comparaciones antes de comprar. Si se aloja en el Riu Emerald Bay o algún otro lugar cercano (i. e. a poca distancia) es sin duda un digno de ver!."
Todo muy bien.,"Todo fue excelente :servicio,limpieza ,comodidad.todo el personal fue muy amable.muy bonita alberca,excelente playa.",desconocido,4,"Los Ángeles, CA",2017-07-01,Mazatlan,Playa Brujas,"Todo muy bien. Todo fue excelente :servicio,limpieza ,comodidad.todo el personal fue muy amable.muy bonita alberca,excelente playa."
