TituloReview,Ciudad,Clasificacion_Subjetividad,TotalFrases,FrasesSubjetivas,FrasesObjetivas,ClasificacionPorFrases,EsMixta,PorcentajeSubjetivo,PorcentajeObjetivo
Hermosa iglesia católica en PV! Esta iglesia era exquisita. El detalle fino en cada esquina dentro del encaje como pico de metal en la parte superior. Había tantas cosas increíbles que ver.,Puerto Vallarta,Mixta,4,3,1,Mixta,True,75.0,25.0
"Nos gusta q cuidan a los animales y se ve que le dan cuidado a las instalaciones. Muy bonito siempre y el personal es amable. Es un recorrido de unas 2 horas, hay una tiendita para comprar algo de tomar o comer, tienen jaguares, tigres y osos, ademas de especies más pequeñas como tortugas, conejos, cabras, titis, etc. Un lugar agradable para tener un plan tranquilo y sencillo en Puebla.",Puebla,Mixta,4,3,1,Mixta,True,75.0,25.0
"Visita obligada en CDMX Visita obligada en la ciudad de México. El museo está construido, ordenado y ambientado de tal manera que ayuda a la comprensión de lo que ha sido la evolución humana, y no sólo de las culturas mesoamericanas. Además, la zona en la que se encuentra es formidable. De paso podrás recorrer el bosque de Chapultepec.",CDMX,Mixta,5,3,2,Mixta,True,60.0,40.0
Profunda emoción  nos provocó la suntuosa Iglesia con su arquitectura la belleza de su torre con la corona que belleza Fuimos a la misa del Domingo de Ramos y también la misa del domingo de Pascuas y nos emocionó los arreglos De la Iglesia su coro la música todo estuvo genial Mucho orden y devoción,Puerto Vallarta,Subjetiva,4,4,0,Subjetivo,False,100.0,0.0
"Increíble la exposición de Rodin y hermoso museo! He visitado dos veces este museo cuya estructura y apariencia es impresionante, me encanta, en esta ocasión había una exposición temporal de Rodin que me fascinó!",CDMX,Subjetiva,2,2,0,Subjetivo,False,100.0,0.0
"Nos fuimos hasta depues de una hora por el disorden el el clima 1) Deben tener unos empleos dedicados para ayudar con el proceso de comprar boletos via Qr codigo..fue muy confuso.  2) deben dar boletos para las shows asi segura un lugar deves de esperar casi 2 horas en el razo de sol para entrar al show, sin garantia de silla.  Asi aprendan de Xcarte en Cancun. 3) deben guiar y manejar ciertas # de familias y gente con limites a cada exhibacion...asi no se montona la gente no dejar ni leer o disfrutar de los exhibits...4) recordar a la gente que se puede subir 14 personas en elevador..hoy estaban entrando nada mas 4 personas y cierraban...mi hermana y yo hacimos el anuncio que pueden subirse 14 personas..or el peso...",Mazatlan,Mixta,6,4,2,Mixta,True,66.66666666666666,33.33333333333333
"Mi experiencia enGo karts Espectacular los chicos muy atentos y en especial la chica Angélica de granprix muy amable y paciente,gracias a todos, mi mama quedo encantada fue feliz ese dia ya que rea su cumpleaños",Cancun,Subjetiva,4,4,0,Subjetivo,False,100.0,0.0
"Tranquila y hermosa Después de que están cansados de la agitación en la Zona Dorada (que es imprescindible), venga a Playa Cerritos. Algunos buenos restaurantes de playa, muy pocos vendedores ambulantes y el increíble caza shell!",Mazatlan,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Ideal para pasear y disfrutar Una buena cantidad de cafés para departir el tiempo platicando, bares para tomarse una copa al atardecer, recorrer diferentes restaurantes de diversos tipos de cocina",Puebla,Subjetiva,2,2,0,Subjetivo,False,100.0,0.0
"Excelente Muy padres las pláticas y recorrido, buena preservación de animales , cautivador en varios aspectos entusiasmo en los trabajadores",Puebla,Subjetiva,2,1,1,Mixta,True,50.0,50.0
La mejor Vista Subir es todo un reto pero la vista vale la pena y mas si es para el aterdecer procuren subir 30 min antes,Puerto Vallarta,Mixta,1,1,0,Subjetivo,False,100.0,0.0
"Murals A lot of Murals and art work by various Mexican artists including Diego Rivera displayed over 3 floors. Also temporary exhibitions of other artists of other forms of art (glass, etc). The famous mural by Diego Rivera ""Man at Crossroads"" is quite cool to view. The building itself is very     magnificent to see in itself. Museum is free to visit on Sundays, otherwise it is $95 Mexican Peso's.",CDMX,Mixta,6,2,4,Mixta,True,33.33333333333333,66.66666666666666
"Excelente! Muy lindo paseo! La plaza y sus alrededores muy lindo, vale mucho la pena caminar por ahí, los restaurantes, las tiendas, las fachadas, todo lo tienen al 100",Mazatlan,Subjetiva,3,3,0,Subjetivo,False,100.0,0.0
Awesome Snorkeling We did 2 boat rides (for Rythems of the Night and Los Veranos Zip line Tour) and did a snorkel.  Our Resort was on the bay too.  Bay of Banderas is my kind of place.  Beautiful.,Puerto Vallarta,Mixta,5,3,2,Mixta,True,60.0,40.0
Comodidad El mejor lugar sin duda. Es bueno saber que hay castillos de verdad en nuestro continente. El único pero fue que era muy alto. Así que vayan muy cómodos por favor,CDMX,Mixta,5,3,2,Mixta,True,60.0,40.0
"Maravillosa vista de hecho En este momento, este es probablemente el mejor mirador de Vallarta, que ofrece impresionantes vistas panorámicas desde el aeropuerto hasta Los Arcos. Llegar a la cima significa abordar una escalera empinada, pero el esfuerzo bien vale la pena. Tómelo a su propio ritmo si es necesario, pero no pierda la subida: la impresionante vista de toda la ciudad es su recompensa.",Puerto Vallarta,Mixta,4,4,0,Subjetivo,False,100.0,0.0
"Almost lost ruins The Templo Mayor is a must ruin was almost lost to history until it was rediscovered about 100 years ago. The location has ruins and a museum that takes a few hours. If you like history and ruins, you must see.",CDMX,Mixta,5,2,3,Mixta,True,40.0,60.0
"Muy bien cuidado! La zona de Los Fuertes es bastante extensa y se encuentra en zona de ladera por lo que es recomendable usar calzado cómodo para caminar. Además de que es necesario llegar temprano (por la mañana) si se desea poder ver todo, lod dos fuertes, el museo, tomar el teleférico, caminar por el parque y los alrededores de los fuertes, entrar al planetario y disfrutar de una de sus funciones. Te recomiendo llevar gorra/sombrero y lentes para sol además de agua por si deseas caminar los parques pues puestos con agua encuentras sólo fuera de un fuerte y en la zona del planetario. Vale la pena la caminata!",Puebla,Mixta,5,2,3,Mixta,True,40.0,60.0
"Museo Nacional de Antropología e Historia Se los mejores museos del mundo por su arquitectura, su colección, y la experiencia que se vive desde el arribo hasta la despedida.Mi sala favorita es la del imperio azteca.",CDMX,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
Buena playa para nadar y observar a la gente. Este es un paseo tranquilo en zona de nado con oleaje suave y aguas semitransparentes. La natación y observar a la gente aquí es genial. Un montón de opciones de comida a lo largo del borde también.,Puerto Vallarta,Mixta,4,2,2,Mixta,True,50.0,50.0
"Excelente experiencia Muy buena y extrema, aunque solo me subí a una por miedo, mis demás acompañantes si lo hicieron y se la pasaron increíble. Recomendadisimo!",Puerto Vallarta,Subjetiva,3,3,0,Subjetivo,False,100.0,0.0
"Zona tranquila Nos gusta alojarnos en la zona de Playa Cerritos de vez en cuando sólo para escapar de la Zona Dorada. Este hermoso tramo de playa tiene muchos apartamentos y casas para alquilar con unos pocos hoteles espolvoreado por el camino. No hay muchos restaurantes en la zona, pero a un corto viaje en autobús puede llegar a la marina, la Zona Dorada o varias otras zonas para comer.",Mazatlan,Mixta,4,1,3,Mixta,True,25.0,75.0
"Visita obligada si estás en Puebla Si visitas la Catedral, sólo toma en cuenta los horarios de misa en domingo ya que no podrás acercarte al altar y algunas partes interiores.",Puebla,Mixta,2,1,1,Mixta,True,50.0,50.0
"Colorido🎨 Me enamoré ♥️ Todo es muy colorido y sus calles empedradas, se siente la buena vibra y puedes tomar fotos Instagrameables, si vas a Puebla es un lugar que nos debes dejar de visitar. Todo Puebla es tan hermoso 😍",Puebla,Subjetiva,4,3,1,Mixta,True,75.0,25.0
"Buen callejon La arquitectura y el paisaje es una de las mejores atracciones del callejon de los sapos , existen muchos vendedores que no solo venden si no le dan la vida a los callejones",Puebla,Mixta,2,2,0,Subjetivo,False,100.0,0.0
"Very Nice Mall This is a very nice shopping mall with luxury stores. A good place to explore, do some shopping, grab a snack or a drink, and continue with the day's plans.",Cancun,Subjetiva,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Excelente lugar para turistear Me encanta la arquitectura en todo el centro pero el zócalo es impresionante, rodeado de edificios muy importantes!",CDMX,Subjetiva,2,2,0,Subjetivo,False,100.0,0.0
"Beautiful Beach This beach is beautiful and the day we were there it was not very crowded.  I love the white sand and aqua water which we did not have at the resort we stayed at further north.  We enjoyed the waves and the warm water! Beach was clean and there were some people selling fruit, shrimp on a stick, etc.",Puerto Vallarta,Mixta,7,1,6,Mixta,True,14.285714285714285,85.71428571428571
muelle los muertos sol las vista es increible puesta del sol en el nuevo muelle de los muertos mucha gente en la playa alegre bañandose con toda la familia pv spa wellness center,Puerto Vallarta,Mixta,4,3,1,Mixta,True,75.0,25.0
"""Maravilloso lugar"" Lugar lleno de historia, aquí se llevó a cabo la heroica batalla de Puebla contra los invasores franceses, en el museo se expone la casaca que usó Ignacio Zaragoza, así como otras vestimentas y artículos. ""Dicen los poblanos que quien no visita los fuertes no visitó Puebla"".",Puebla,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Fuimos dos veces Hay una colina empinada y luego más de 300 escalones para llegar a la cima. Sin embargo, una vez que lo hace, se le recompensa con vistas espectaculares. Vale la pena subir para nosotros. De hecho, tuvimos una visita de amigos mientras estábamos en PV. Volvimos a subirlo para que pudieran verlo.",Puerto Vallarta,Mixta,6,2,4,Mixta,True,33.33333333333333,66.66666666666666
"Magnífica vista de la Ciudad de México Este es un castillo increíble con vistas a la Ciudad de México. El interior coincidiría con cualquier cosa que veas en Europa. El jardín era precioso. Tenga en cuenta un par de cosas, es una buena caminata por la carretera circular a la entrada. No se puede traer ningún líquido en tan desperdiciado vaciando nuestras botellas de agua.",CDMX,Mixta,6,6,0,Subjetivo,False,100.0,0.0
"Zócalo sin atractivo Una plaza emblema de la ciudad, que debería estar despejada para disfrutar del paseo y los hermosos edificios, sin obstáculos. Ahora están carpas de remodelación y una pirámide para presentaciones, no mejora ni ayuda , quita majestad al sitio histórico. Igual fue hace algunos años cuando también visite el sitio. Las calles alrededor llenas de negocios ocupando aceras; difícil para caminar y peor para ir en vehículo",CDMX,Mixta,5,3,2,Mixta,True,60.0,40.0
"Noche de paseo con la familia. El lugar esta poco iluminado, pero no le quita lo hermoso, se puede ver parte de la ciudad desde la parte más alta,  y hay un lago que guarda una gran sorpresa en las noche de fin de semana después de las ocho de la noche.",Puebla,Mixta,2,1,1,Mixta,True,50.0,50.0
Una mañana increíble Me encanto que el lugar está súper cuidado y adaptado para niños. La pasamos muy bien y lo mejor pudimos convivir con los animales .,Puebla,Subjetiva,3,3,0,Subjetivo,False,100.0,0.0
"Visita a lugar histórico, por la batalla del 5 de mayo de 1862. Es lugar recomendado para conocer por las personas que visitan la ciudad de Puebla. Donde se libro la batalla con el ejercito francés, el mejor de la época en ese momento. Las tropas mexicanas comandadas por el General Ignacio Zaragoza  derrotaron a los invasores el 5 de mayo de 1862. Son los fuertes de Loreto y Guadalupe, donde se libro esa importante batalla. Recomiendo conocer a quienes son amantes de la Historia de México.",Puebla,Mixta,6,3,3,Mixta,True,50.0,50.0
Muy divertido el día Fue muy buena la visita e interacción con la aves los niños se divirtieron muy bien pasamos un buen momento con la familia,Puebla,Subjetiva,4,4,0,Subjetivo,False,100.0,0.0
"Visita a la isla de piedra Suelo visitar la isla de piedra en diciembre cuando voy de vacaciones a Mazatlán. Es un lugar muy bonito que me hace sentir increíblemente feliz y tranquila, aunque también me pone nerviosa cruzar el mar. Su comida es muy sabrosa y afortunadamente, venden otros alimentos además de mariscos, es un ambiente muy agradable y cómodo. Es un lugar que me gusta mucho, pero no lo recomendaría a las personas que tienen miedo al mar, a menos que lleguen por tierra.",Mazatlan,Mixta,5,3,2,Mixta,True,60.0,40.0
"Lo más hermoso del planeta Un lugar maravilloso la playa muy limpia Tienen que visitarlo no es caro?? Te dan un paseo en lancha se juntan varias,personas y te tocaría a ti pagar 150 /p y es una experiencia maravillosa",Puerto Vallarta,Mixta,6,4,2,Mixta,True,66.66666666666666,33.33333333333333
Joyas ocultas: ¡obtén algo de cultura mientras estás de vacaciones! Gran museo con maravillosas exposiciones y explicaciones de la historia de la cultura maya. Precioso paseo exterior a través de algunas ruinas también. Tómese un descanso de la playa y el sol y llegar a esta pequeña joya!,Cancun,Mixta,4,4,0,Subjetivo,False,100.0,0.0
"La esencia de Puerto Vallarta Cabe comenzar la visita a Puerto Vallarta por el Viejo Vallarta (también conocido como la Zona Romántica) donde encontraremos la Plaza de Armas (plaza principal y corazón del pueblo, una zona ajardinada donde se encuentra la escultura de Ignacio Luis. Vallarta), la Iglesia de Nuestra Señora de Guadalupe (el edificio religioso más importante, cuya torre se ha convertido en uno de los símbolos de Puerto Vallarta), o la famosa Playa de Los Muertos donde disfrutar del icónico muelle nuevo (",Puerto Vallarta,Mixta,2,1,1,Mixta,True,50.0,50.0
"Recomendado Hermosa experiencia, majestuoso lo que esconde el mar de cortez muy recomendado para todas las edades, recomendado llevar bloqueador",Mazatlan,Mixta,3,3,0,Subjetivo,False,100.0,0.0
Vista panorámica que vale la pena subir Subida moderada así que usa zapatos cómodos. Gran actividad para una mañana en el centro de PV. La vista paramédico valió la pena la caminata. ¡Y es gratis!,Puerto Vallarta,Mixta,5,3,2,Mixta,True,60.0,40.0
"VERY NICE Kukulkán Avenue is where all the hotels in Cancun are located and it offers us a beautiful landscape To walk, run or go for a very enjoyable bike ride",Cancun,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
Para los que gustan del surf Playa de fuerte oleaje y corrientes marinas no apta para bañistas que no sepan nadar o principiantes. Cuenta con buenos restaurantes y venta de artesanias alrededor.,Mazatlan,Mixta,2,0,2,Objetivo,False,0.0,100.0
"Bonito lugar para visitar, mucho arte. Ojalá hubiéramos tenido más tiempo para mirar alrededor. Tenga en cuenta la siesta de la tarde, tal vez sea difícil encontrar el almuerzo alrededor del mediodía. Algunos lugares también están cerrados durante julio.",Puerto Vallarta,Mixta,4,2,2,Mixta,True,50.0,50.0
Gran excursión de un día desde el área de Nuevo Vallarta Fresco pueblo al norte de Nuevo Vallarta y Bucerías. Gran playa y grandes tiendas. Un montón de restaurantes en la calle principal y algunos justo en la playa. Es un paseo fácil por la calle principal.,Puerto Vallarta,Mixta,4,2,2,Mixta,True,50.0,50.0
Si recomiendo asistir pero tomando en cuenta los tiempos los No hay suficientes áreas para que los pequeños puedan jugar. No cuentan con suficientes sillas de ruedas. La comida es muy lenta.Las interacciones si están fuera del presupuesto para todos.,CDMX,Mixta,5,1,4,Mixta,True,20.0,80.0
"AMAZING....missing this is like missing The Forum if you go to Rome!!! I can only say ""head bending.""  This is a must see top three in Mexico City. The excavation and preservation of the site is world class, particularly that the Spanish tore it down!  The relics that are on display in the museum structure at the back are not to be missed.  It's a 4 story structure, and you don't really get a good sense on the ground floor that it's worth going in, but don't miss it!  Every floor gets better, and you can spend an hour here and you will see critical findings that you don't see at the Anthropology Museum.  I was stunned by how affordable the museum is and how few people were there, as the entrance is obscure as it's underground at the back right corner of the cathedral, and not particularly well marked. However, the museum is NOT the little underground area where the tickets are sold, but the massive 4 story structure on the other side of the temple excavations.",CDMX,Mixta,9,8,1,Mixta,True,88.88888888888889,11.11111111111111
"punto central de la ciudad Plaza muy bonita y grande en el centro de la ciudad, donde se reúne mucha gente, hay tiendas y restaurantes alrededor.",CDMX,Mixta,2,0,2,Objetivo,False,0.0,100.0
"De las mejores playas de vallarta Es una playa tranquila, al menos cuando yo fui!, esta limpia, menos vendedores ambulantes que en muchas otras, y el mar se ve mas limpio",Puerto Vallarta,Mixta,2,2,0,Subjetivo,False,100.0,0.0
"Decoración impresionante Para los amantes de la arquitectura y arte sacro, la capilla del Rosario es imperdible tanto por lo antiguo de su construcción como por su refinada decoración tanto en la madera como en la cúpula de la capilla.",Puebla,Subjetiva,2,2,0,Subjetivo,False,100.0,0.0
"No vayan esta horrible lean reviews 🚫😡 🚫🚫🚨🚨NO VAYAN 🚨🚨🚫🚫Les dare un breve review tardan 40min en acceder al parque y como 20min por atracciones, en lo go-karts la atención del personal NEFASTA, abrieron a la hora que quieren y con una actitud pesima el 80% del personal NO SABE NI INGLES. LOS HORARIOS DE ATRACCION ELLOS MISMOS NO RESPETAN Y ADEMAS ES MUY DIFÍCIL YA QUE SON HORARIOS CORTOS DE APERTURA, el bufet con comida insípida, FRIA , sin variedad NO VAYAN NO VALE LA PENA COME FRIO.El 80% de las actividades CERRADAS , con una excusa de el clima malo Sin embargo estuvo soleado. Y otras atracciones estuvieron en mantenimiento sin contar que esta super decaido el establecimiento parece no a ver staff gerencial que vea tantos detalles pesimos y absurdos. Leí muchos reviews MALOS ANTES DE IR Y ME LLEVE UNA SORPRESA QUE SON REALES 🚫🚫🚨🚨🚨corran la voz no vale la pena ir o pagar sumas grande equivalente a un Xcaret en general que dan mas atención desde personalAqui te atienden de malas 😡",Cancun,Mixta,9,6,3,Mixta,True,66.66666666666666,33.33333333333333
"Pasear por el Malecón Llevé a mi esposa a PV para nuestro 15 aniversario de boda. Pasamos un día entero caminando por el Malecón y de vuelta y nos divertimos mucho. Vimos arte increíble, esculturas, arte de arena, hombres musicales voladores. Fue una gran experiencia.",Puerto Vallarta,Mixta,5,3,2,Mixta,True,60.0,40.0
"Excelente servicio e instalaciones Excelente equipo y atención por parte de tirolesas, nos brindaron una capacitación bastante completa sobre el uso del equipo de seguridad y pudimos ver grandes vistas y paisajes desde arriba, mucho apoyo y comprensión por parte del equipo.",Puerto Vallarta,Mixta,2,2,0,Subjetivo,False,100.0,0.0
"Tranquilo Precioso punto de referencia en esta zona. Zona de jardín muy agradable y tranquila para descansar mientras aún está a un tiro de piedra de todos los bares, tiendas, etc.Muy tranquilo y hermoso.",Puerto Vallarta,Subjetiva,4,4,0,Subjetivo,False,100.0,0.0
"Muy buena zona fotovoltaica de fácil acceso. Bonita zona exclusiva cerca del aeropuerto. Marriott fue excelente, especialmente el personal (Christian, Septimo, Hassa, Daniel, Martha,…). Varios buenos restaurantes transitables, incl. La Terrazza di Roma (Álvaro y Martín), Banana Fajita y Faro El Faro 36. Ackua Spa agradable para masajes. El cambio de moneda y las variaciones de tipos eran un gran problema. Traiga billetes pequeños y cambie a pesos en el aeropuerto. La temporada baja es muy húmeda y calurosa.",Puerto Vallarta,Mixta,8,4,4,Mixta,True,50.0,50.0
"Esta es una comunidad pintoresca construida en una ladera costera. Muchos restaurantes, tiendas, hoteles y hermosas playas. ¡Disfrutamos mucho el paseo por la playa! ¡La gente es súper amable también! Recomiendo encarecidamente que visites este lugar cuando visites la zona.",Puerto Vallarta,Mixta,5,5,0,Subjetivo,False,100.0,0.0
"Todo menos eso … ESTAFADORES! En sus anuncios publicitarios decía que por $255 pesos podías tener acceso a todas las atracciones 🐠🦦🐬🐋 , pero luego llegan los papás y dicen que es un pase para alimentar a las mantarallas + otra actividad🛼⚽️🏊🏻. Eso no es el problema, el problema es que cuando intentamos usar el vale para alimentar a los capybaras , nos dijeron que era para alimentar a un animal sorpresa, nos emocionamos mucho, pero que sorpresa! 😡Cuando intentamos que nos dieran el animal , no era alimentar al animal, era una foto con una guacamaya🦜🥺🙄! Que decepción! El anuncio más engañoso de la vida 😡",Puebla,Subjetiva,7,7,0,Subjetivo,False,100.0,0.0
Entretenido Las rutas extremas me parecieron lo mejor del acuario porque recorres todo el acuario y te reta pero me gustaría ver más especies.,Puebla,Mixta,2,2,0,Subjetivo,False,100.0,0.0
"An eccentric Icon The museum demands pre.online ticket booking. On the spot tickets are impossible to get. Even with prior appointment, 15-30 minutes of wait is possible. It has lots of items: family photos, school progress reports, newspaper articles, beds, clothes and dresses, crutches and vessels. Amidst all these are just a few surreal paintings of real beauty. They speak for the talent of the artist, condone the stories of hysterics, malingerings and peculiarities.",CDMX,Mixta,7,3,4,Mixta,True,42.857142857142854,57.14285714285714
"Arquitectura hermosa, plaza realmente bella La plaza es muy bella, se siente seguridad en las calles, los restaurantes muy bonitos y la arquitectura impresionante, las luces le dan una imagen verdaderamente hermosa",Mazatlan,Subjetiva,2,2,0,Subjetivo,False,100.0,0.0
Waverunner ¡Gran instructor volverá para Waverunner de nuevo! Disfrutamos de la velocidad y los trucos. Seguro y servicial. Bonita zona y bar es agradable,Cancun,Mixta,5,4,1,Mixta,True,80.0,20.0
"Tiempo Es un poco tardado para entrar , los de la entrada muy groseros no te solucionan y tardan mucho en los juegos tardan más a la gente y eso desespera",CDMX,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Like traveling back in time This is an amazing place to visit. It is like traveling back in time and be part of her day to day life. The house is kept in its original condition and also features original Frida’s paintings. Due to it’s popularity all tickets get sold online and run out quickly, so, plan ahead.",CDMX,Mixta,5,4,1,Mixta,True,80.0,20.0
"Ambiente Hippie relax Muy lindo y relajado caminar por las distintas calles de coyacán.   Se siente un ambiente hippie, relax donde cada quién va a hacer lo suyo.   Recomendable para turistas extranjeros, locales y para locales de CDMX",CDMX,Subjetiva,4,3,1,Mixta,True,75.0,25.0
Paseo en manglar tranquilo y relajante Hicimos el tour de manglares con Fabio y fue el mejor! Un paseo relajante muy agradable a través de los manglares. Fabio nos condujo por un laberinto de manglares y nos señaló dónde suele ver iguanas y cocodrilos. ¡También vimos un montón de peces!,Cancun,Mixta,5,3,2,Mixta,True,60.0,40.0
Una buena avenida Esta avenida es una de las más importantes y la realidad es que si tiene mucho que ofrecer. Es una de las que más visito cuando estoy en Cancún.,Cancun,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
Súper divertido 🤩 Nos la pasamos muy bien  y el servicio de muy buena calidad 👌🏽nos divertimos mucho en las tirolesas  y el equípo muy atentos .,Puerto Vallarta,Subjetiva,3,3,0,Subjetivo,False,100.0,0.0
"Hermoso parque para poder apreciar muchos animales en un habitad natural con la seguridad que requiere el visitante Me gusto la visita al parque , muchos animales algunos difíciles de encontrar en algunos parques, el recorrido esta bien orientado con flechas y los espacios de los animales bien distribuidos y cerrados para la seguridad de los visitantes y los trabajadores , vi animales en buen estado y muchos libres , el recorrido a pie también interesante la zona de pájaros donde uno puede alimentarlos y la vista es muy bonita solo tener cuidado al caminar para no pisarlos; la zona de cuevas para ver los murciélagos también muy interesante ; me entretuve en el recorrido y la pase muy bien en el parque y recomiendo su visita y así también poder aportar con la vida, preservación  y cuidado de los animales que la habitan,",Puebla,Mixta,4,4,0,Subjetivo,False,100.0,0.0
"Una buena tarde para disfrutar con familia! Ambiente muy familiar, el parque muy ameno y se disfruta la tarde visitando a los animales, tiene muchos loros y se pueden alimentar algunos animales",Puebla,Mixta,2,2,0,Subjetivo,False,100.0,0.0
"Increíble Ninguno, me encantó toda la experiencias fue increíble cada unos de las paradas así como su comida  . 10 de 10 . Me gustó y volvería a venir",Cancun,Subjetiva,5,4,1,Mixta,True,80.0,20.0
"Diversión En mi opinión las instalaciones son de muy buen agrado ya que vine con familia y amigos ,la verdad se divirtieron demaciado es un excelente lugar para pasar un buen rato y para pasar una buena diversión.",CDMX,Subjetiva,3,3,0,Subjetivo,False,100.0,0.0
"Tranquilo Es enorme y con muchas esculturas, es ideal para ver el atardecer, de día me parece bonito de noche siento que le hace falta iluminación.",Mazatlan,Mixta,3,3,0,Subjetivo,False,100.0,0.0
"Identidad, Cultura y Patrimonio El Museo Maya en verdad que nos muestra como fue parte del desarrollo de la civilización Maya y sus alrededores, ademas de conservarse en el tiempo. Así mismo la zona arqueologica esta realmente conservada y cuidada. Es una aventura para quienes gozan y disfrutan de la historia, la cultura y la naturaleza.",Cancun,Mixta,4,3,1,Mixta,True,75.0,25.0
Would not go back Intended to spend day (from cruise ship).  Easy walk to shuttle boat $3 USD pp.  Stayed about an hour and left.  Not impressed whatsoever.,Mazatlan,Mixta,6,2,4,Mixta,True,33.33333333333333,66.66666666666666
"Super cool experience This was very cool. My favorite part was the special exhibit of Frida’s dresses, which I’m not sure are there all the time! A great experience overall, especially if you are a fan. I was only sad that they don’t let you take photos in the house, which was disappointing since they have a few of her works.",CDMX,Mixta,5,5,0,Subjetivo,False,100.0,0.0
Genial e impresionante Gran hombre que ayudó a mi amigo y yo navegar a nuestro ferry! ¡No podríamos haberlo hecho sin él! Gracias amigo Apolonio Martinez,Cancun,Subjetiva,4,3,1,Mixta,True,75.0,25.0
"Bonita experiencia maya Muy buen museo para aprender sobre la cultura maya de la región, todo el edificio está muy bien mantenido y definitivamente lo visitaría nuevamente ya que no tuve tiempo de escuchar las audioguías. . . Lo único que no me gustó fue que los baños están muy alejados de las atracciones, lo que obliga a esperar hasta terminar el recorrido con ganas de ir al baño.",Cancun,Mixta,3,3,0,Subjetivo,False,100.0,0.0
Queja Tengo 1 queja grande en contra de la sra teresa de jesus en la entrada la sra despues de pasar el primer filtro me piden que pase a la fila 5 de isla mujeres a puerto juares porsterior mi esposa me dice la sra te llama y me pide k le mustrw mi boleta y se los muestro y le digo ud disculpe me mandaron a la fila 5 y me dice a y ud muy chingon se pasa le comento a la sra disculpe ?? Eso fue lo k dijo el muchacho  y ud muy chingon se pasa nuevamente  esas son formas pregunto???,Cancun,Subjetiva,9,3,6,Mixta,True,33.33333333333333,66.66666666666666
"un paseo Coyoacán es uno de los Barrios Mágicos de la CDMX, y quizá, uno de los más agradables y hay mucho que ver y comprar en los alrededores",CDMX,Mixta,1,1,0,Subjetivo,False,100.0,0.0
algo caro esta muy padre pero siento que esta algo caro para lo que ofrece el recorrido de una hora y media....,Mazatlan,Mixta,1,1,0,Subjetivo,False,100.0,0.0
"Más comunicación, y que todo el personal este en la misma sintonía y más amabilidad por parte del personal........... El ferry es muy cómodo y limpio solo que siento que lo que les falta es buena comunicación por parte del personal en especial a una colaboradora que se llama Teresita Vázquez, ella da mala información, aparte siento que hay modos de como hablar ella fue muy grosera",Cancun,Mixta,5,5,0,Subjetivo,False,100.0,0.0
"Un destino secreto He ido pocas veces a Mazatlán y no sabía dónde quedaba este lugar. Ahora que lo visité me encantó, es un lugar muy lindo ya que las casas/edificios se ve muy bien cuidados. Las calles están decoradas con luces y se ve muy bonito, ideal para fotografías. Definitivamente vale la pena visitarlo en la noche. Alrededor del lugar hay tiendas para comprar agua o diferentes snacks asimismo hay algunos restaurantes con vistas increíbles a la plaza y los edificios.",Mazatlan,Mixta,7,4,3,Mixta,True,57.14285714285714,42.857142857142854
"Tour por el club de playa y esnórquel El club de playa es fantástico, y Julio nos reservó un tour de snorkel increíble con David, Chippy y Cecilia. El tour y los guías fueron los mejores. Recomendamos encarecidamente este impresionante recorrido, que concluye en el hermoso El Cielo.",Cancun,Mixta,4,3,1,Mixta,True,75.0,25.0
"Amazing views and city vantage point This is one to go to first thing in the day. Not only do you avoid the heat (it’s a heart rate elevating walk), you also avoid the crowds when there are cruise ships in town. Plus it’s lovely hearing everyone else speak Spanish as you walk up; makes it feel more local / special. We were fortunate enough to be the only ones at the Skywalk so got to enjoy it immediately and in solitude (once I picked up the courage to walk out).",Mazatlan,Mixta,5,5,0,Subjetivo,False,100.0,0.0
"Pasear Me gusta hay mucho que ver! Lleven su agua por que aveces no encuentras cerca donde comprar o la que encuentras no está fría! Puedes llevar a tu perro en algunas zonas, no lleven drones, hay vigilancia y se los pueden quitar!",Puebla,Mixta,5,2,3,Mixta,True,40.0,60.0
