Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview
Terribles condiciones y falta del cuidado con las aves,"Pésima experiencia, como es posible que el aviario esté descubierto a la intemperie, el domingo 10/08/25 cayó un diluvio, las aves q en su mayoría son de clima caliente quedaron empapadas, todos entumidos, una lástima verlos en esas condiciones, eso me hace pensar q no hay especialistas ni se preocupan por los animales, ya que los cuidados básicos como mantenerlos en una área cálida y con opción a refugiarse al parecer no los conocen los cuidadores, que terrible q un lugar tan grande y de tanta fama, se vea tan carente en los cuidados básicos de las aves.Por otra parte los animales como toda especie requiere disciplina y respeto en los horarios de sueño y descanso, cosa q al parecer también desconocen los especialistas y extienden el horario de acuario hasta las 10 de la noche, por lo cual los animales están expuestos a periodos de estrés prolongado. Evidentemente sigue siendo un lugar q solo se aprovecha y maltrata a los animales con tal de beneficiarse económicamente, es una pena q se siga explotando a los animales de esta forma, todo una decepción, fui con la expectativa de un lugar más amigable y cuidadoso con los animales, y salí sumamente decepcionado y triste por las condiciones de varias especies.",desconocido,1,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Terribles condiciones y falta del cuidado con las aves. Pésima experiencia, como es posible que el aviario esté descubierto a la intemperie, el domingo 10/08/25 cayó un diluvio, las aves q en su mayoría son de clima caliente quedaron empapadas, todos entumidos, una lástima verlos en esas condiciones, eso me hace pensar q no hay especialistas ni se preocupan por los animales, ya que los cuidados básicos como mantenerlos en una área cálida y con opción a refugiarse al parecer no los conocen los cuidadores, que terrible q un lugar tan grande y de tanta fama, se vea tan carente en los cuidados básicos de las aves.Por otra parte los animales como toda especie requiere disciplina y respeto en los horarios de sueño y descanso, cosa q al parecer también desconocen los especialistas y extienden el horario de acuario hasta las 10 de la noche, por lo cual los animales están expuestos a periodos de estrés prolongado. Evidentemente sigue siendo un lugar q solo se aprovecha y maltrata a los animales con tal de beneficiarse económicamente, es una pena q se siga explotando a los animales de esta forma, todo una decepción, fui con la expectativa de un lugar más amigable y cuidadoso con los animales, y salí sumamente decepcionado y triste por las condiciones de varias especies."
"Buena experiencia en el acuario, en la atracciones perdimos","Con la parte del acuario todo bien, pero perdimos casi dos horas formados y solo nos pudimos subir a dos atracciones cuando pagamos para todas.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Buena experiencia en el acuario, en la atracciones perdimos. Con la parte del acuario todo bien, pero perdimos casi dos horas formados y solo nos pudimos subir a dos atracciones cuando pagamos para todas."
Salida familiar,"Me agrado el pabellón de los tiburones, pero mi hija venía más que nada a conocer un capibara y los boletos estaban agotados, de ahí en fuera todo agradable.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Salida familiar. Me agrado el pabellón de los tiburones, pero mi hija venía más que nada a conocer un capibara y los boletos estaban agotados, de ahí en fuera todo agradable."
Me gustó que hay espacio entre cada pabellón para distribuirse,"Las instalaciones son limpias, es accesible para llegar, dentro falta señalización y que habrán más cupo en el horario de promoción",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Me gustó que hay espacio entre cada pabellón para distribuirse. Las instalaciones son limpias, es accesible para llegar, dentro falta señalización y que habrán más cupo en el horario de promoción."
Regular,"Bien en cuanto al acuario, mal en la logística de precios, llegué a las 8-30 y y ame tocaron boletos de las 10.no me gustó el trato del personal para la experiencia de los lemur, parecía que la persona me regañaba, no ha opción de nada, muchas gente, hay cosas que no se.aprecian por estar lidiando con las aglomeraciones de gente. No me parece el precio para lo que es en temporada vacacional.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Regular. Bien en cuanto al acuario, mal en la logística de precios, llegué a las 8-30 y y ame tocaron boletos de las 10.no me gustó el trato del personal para la experiencia de los lemur, parecía que la persona me regañaba, no ha opción de nada, muchas gente, hay cosas que no se.aprecian por estar lidiando con las aglomeraciones de gente. No me parece el precio para lo que es en temporada vacacional."
Regular,"El lugar tiene variedad de reptiles, peces, se ve limpio. Sin embargo, exceden el culpo de personas y llega a ser incómodo el lugar por el exceso de gente que dejan pasar, no permite que uno puedo ver bien a todo y disfrutarlo, además de que no existe ninguna promoción para presionar de discapacidad y de la tercera edad, algo a considerar para la inclusión.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Regular. El lugar tiene variedad de reptiles, peces, se ve limpio. Sin embargo, exceden el culpo de personas y llega a ser incómodo el lugar por el exceso de gente que dejan pasar, no permite que uno puedo ver bien a todo y disfrutarlo, además de que no existe ninguna promoción para presionar de discapacidad y de la tercera edad, algo a considerar para la inclusión."
Mi experiencia,"Hay exceso de gente , el acuario es muy pequeño en comparación de las fotos  y promocionales. Hay muchas fila para las actividades interactivas",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Mi experiencia. Hay exceso de gente , el acuario es muy pequeño en comparación de las fotos  y promocionales. Hay muchas fila para las actividades interactivas."
"Un lugar lindo, pero puede mejorar","Todo está ordenado y limpio, los animales me parece que están en espacios muy reducidos, eso no me gustó, el área de comida de PB es un desastre! No hay personal suficiente desde mi punto de vista",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Un lugar lindo, pero puede mejorar. Todo está ordenado y limpio, los animales me parece que están en espacios muy reducidos, eso no me gustó, el área de comida de PB es un desastre! No hay personal suficiente desde mi punto de vista."
"Me encanta venir, es la 3ra vez que visito el acuario y siempre me sorprende.","Excelentes instalaciones, todas las especies están en muy buen estado. Es un lugar ideal para aprender y divertirse al mismo tiempo.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Me encanta venir, es la 3ra vez que visito el acuario y siempre me sorprende. Excelentes instalaciones, todas las especies están en muy buen estado. Es un lugar ideal para aprender y divertirse al mismo tiempo."
Experiencia michin,La experiencia es buena en general sin embargo el tema del acceso es un poco complicado. Hay variedad de animales y los costos en cafetería son accesibles.,desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Experiencia michin. La experiencia es buena en general sin embargo el tema del acceso es un poco complicado. Hay variedad de animales y los costos en cafetería son accesibles.
Excurcion delegación,Me parece que les hace falta un poco de organización. O tal vez el día qie asistimos había demasiada gente y es imposible pasar a ver las atracciones. Debería de haber más personal en las áreas para una mejor organización,desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Excurcion delegación. Me parece que les hace falta un poco de organización. O tal vez el día qie asistimos había demasiada gente y es imposible pasar a ver las atracciones. Debería de haber más personal en las áreas para una mejor organización.
CONOCIENDO MICHIN,"Me encantó el área de pingüinos Flexibilidad de horario sugiero mayor tolerancia de acceso y salida, cómo foránea batalle con los traslados.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"CONOCIENDO MICHIN. Me encantó el área de pingüinos Flexibilidad de horario sugiero mayor tolerancia de acceso y salida, cómo foránea batalle con los traslados."
Fatal,El servicio deja mucho que desear des las cajas hasta el área de comida toda le experiencia muy nefasta el trato muy limitado y todo muy mal organizado,desconocido,2,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Fatal. El servicio deja mucho que desear des las cajas hasta el área de comida toda le experiencia muy nefasta el trato muy limitado y todo muy mal organizado.
Buen lugar,"El lugar está increíble, los niños se divierten mucho, pero hay mucha gente y filas para todo.Pero en general los niños la pasaron muy bien, hay muchas opciones para comer también",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Buen lugar. El lugar está increíble, los niños se divierten mucho, pero hay mucha gente y filas para todo.Pero en general los niños la pasaron muy bien, hay muchas opciones para comer también."
"Fue divertida, entretenida y adecuada a varias edades","Buena, personal amable y atracciones didácticas, es muy amplio y con muchas actividades a realizar, accesos y promociones adecuadas a las necesidades.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Fue divertida, entretenida y adecuada a varias edades. Buena, personal amable y atracciones didácticas, es muy amplio y con muchas actividades a realizar, accesos y promociones adecuadas a las necesidades."
Bien,Pues pequeño y mucha gente pero buena organización en cuanto al personal. Y por el precio no diría que vale mucho la pena en algunos aspectos,desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Bien. Pues pequeño y mucha gente pero buena organización en cuanto al personal. Y por el precio no diría que vale mucho la pena en algunos aspectos.
Salida en familia,El túnel está padrisimo pero todo cobran independiente de la entrada los chicos de la comida muy groseros pero las de los piso muy amables,desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Salida en familia. El túnel está padrisimo pero todo cobran independiente de la entrada los chicos de la comida muy groseros pero las de los piso muy amables.
Menos ruido en el área de animales,"Me parecen bonitas y limpias las instalaciones, solo que haya demasiado ruido, y los animales se estresan, eso no me parece bien",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Menos ruido en el área de animales. Me parecen bonitas y limpias las instalaciones, solo que haya demasiado ruido, y los animales se estresan, eso no me parece bien."
Fue una gran experiencia en todas sus atracciones en el michi,Fue una bonita experiencia solo q salimos sin querer y no nos volvieron a dejar entrar y fue x error q salimos pero al final volvimos a entrar y pagar una entrada más pero si debería dar ala entrada folletos de información sobre la salida😋,desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Fue una gran experiencia en todas sus atracciones en el michi. Fue una bonita experiencia solo q salimos sin querer y no nos volvieron a dejar entrar y fue x error q salimos pero al final volvimos a entrar y pagar una entrada más pero si debería dar ala entrada folletos de información sobre la salida😋.
Acuario Michin,"Deberías haber paquetes que incluyan todas las actividades. Nos gustó los peces, las actividades del nivel 2 y los capilares.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Acuario Michin. Deberías haber paquetes que incluyan todas las actividades. Nos gustó los peces, las actividades del nivel 2 y los capilares."
Regular,"No me agrado el horario cuando entramos a las 11 am ya que los que pagan entrada a las 8 y 9 am acaparan todas las actividades con los animales, también el aforo con grupos de escuela hacen que el recorrido se dificulte por el espacio reducido.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Regular. No me agrado el horario cuando entramos a las 11 am ya que los que pagan entrada a las 8 y 9 am acaparan todas las actividades con los animales, también el aforo con grupos de escuela hacen que el recorrido se dificulte por el espacio reducido."
Bonito pero engentada,"Mi consejo sería que si hay promociones que no vendan boletos para todos los días, si no solo el día correspondiente....",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Bonito pero engentada. Mi consejo sería que si hay promociones que no vendan boletos para todos los días, si no solo el día correspondiente...."
Satisfactoria,"Pues creo que las promociones son bastante engañosas y las actividades con costo extra igual son caras, pero lo que si es que es un bonito lugar pero para venir a vivir la experiencia.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Satisfactoria. Pues creo que las promociones son bastante engañosas y las actividades con costo extra igual son caras, pero lo que si es que es un bonito lugar pero para venir a vivir la experiencia."
"Me gustó todas las área, muy bonito","Me gustó la experiencia, es un momento bonito para compartir con familia o amigos, es un lugar agradable, el área de comida me gustó el menú",desconocido,1,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Me gustó todas las área, muy bonito. Me gustó la experiencia, es un momento bonito para compartir con familia o amigos, es un lugar agradable, el área de comida me gustó el menú."
Satisfactoria,"El acercamiento a los animales y que tienen muchas especies para ver, en cada lugar se encuentra información sobre los animales que están dentro de los resintos",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Satisfactoria. El acercamiento a los animales y que tienen muchas especies para ver, en cada lugar se encuentra información sobre los animales que están dentro de los resintos."
Mala experiencia,"La verdad es que hay muchísima gente y no se disfruta la visita, sobre llenan la capacidad del lugar, es muy bonito pero la verdad no se disfruta la gente te empuja",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Mala experiencia. La verdad es que hay muchísima gente y no se disfruta la visita, sobre llenan la capacidad del lugar, es muy bonito pero la verdad no se disfruta la gente te empuja."
Mi primera vez,"Me encanto en general mi visita al Acuario Michin disfrute ver la variedad de peces y animales en las diferentes secciones, igualmente se me hizo interesante las actividades que te puedes encontrar al caminar en los pasillos, la comida se me hizo rica y un poco accesible y los juegos se ven divertidos pero igual creo que están un poco caro. Como mencione me gustó mucho el lugar a pesar de no poder interactuar con los animales.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Mi primera vez. Me encanto en general mi visita al Acuario Michin disfrute ver la variedad de peces y animales en las diferentes secciones, igualmente se me hizo interesante las actividades que te puedes encontrar al caminar en los pasillos, la comida se me hizo rica y un poco accesible y los juegos se ven divertidos pero igual creo que están un poco caro. Como mencione me gustó mucho el lugar a pesar de no poder interactuar con los animales."
Buen momento...,"Nos gustaron los diferentes ecosistemas presentados, los juegos son buenos , pero debería haber más variedad para niños.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Buen momento... Nos gustaron los diferentes ecosistemas presentados, los juegos son buenos , pero debería haber más variedad para niños."
"Es muy bonito, la especie más agradable es la de tiburones , todos son muy amables el centro de juegos es muy bonito","Muy bonito acuario, yo recomiendo que es muy padre es una experiencia inolvidable es para venir y disfrutar con la familia",desconocido,2,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Es muy bonito, la especie más agradable es la de tiburones , todos son muy amables el centro de juegos es muy bonito. Muy bonito acuario, yo recomiendo que es muy padre es una experiencia inolvidable es para venir y disfrutar con la familia."
sin titulo,"Increíbles vistas, pero el personal todo mal tanto organización como falta de capacitación y para nada empaticos y falta mucha limpieza en los cristales para poder apreciar bien",desconocido,1,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Increíbles vistas, pero el personal todo mal tanto organización como falta de capacitación y para nada empaticos y falta mucha limpieza en los cristales para poder apreciar bien."
Mi visita,"Increible,muy buenas instalacionesExcelente servicio,muy ordenado, perplejo por la medusa,recomiendo que vengan por su diseño de entretenimiento destacable e interacciones con los animales",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Mi visita. Increible,muy buenas instalacionesExcelente servicio,muy ordenado, perplejo por la medusa,recomiendo que vengan por su diseño de entretenimiento destacable e interacciones con los animales."
Primera y posiblemente última vez,"Pésima organización en la venta de boletos, nunca funciona la página y cuando asistes a comprar boletos ya no hay para un horario, además considero que niños menores a 3 años ni deberían pagar ya que no tienen actividades para ellos.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Primera y posiblemente última vez. Pésima organización en la venta de boletos, nunca funciona la página y cuando asistes a comprar boletos ya no hay para un horario, además considero que niños menores a 3 años ni deberían pagar ya que no tienen actividades para ellos."
Medio,Pues me pareció muy bonito solo que si me  siento decepcionada por la granja  porque fue muy poco para un costo innecesario,desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Medio. Pues me pareció muy bonito solo que si me  siento decepcionada por la granja  porque fue muy poco para un costo innecesario.
Un día en el acuario michin,Falta de orientación para el acceso y compra de boletosEl lugar muy bonito y limpioRecomendable para asistir con la familia,desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Un día en el acuario michin. Falta de orientación para el acceso y compra de boletosEl lugar muy bonito y limpioRecomendable para asistir con la familia.
Mi visita al acuario,"Tiene una buena diversidad de especies Marianas, el recorrido fue muy bien bueno y las actividades son muy llamativas.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Mi visita al acuario. Tiene una buena diversidad de especies Marianas, el recorrido fue muy bien bueno y las actividades son muy llamativas."
Horrible lugar,"Dejan entrar demasiada gente y no permiten ver nada, no puedes ni caminar y todo el tiempo golpean y estorban con carriolas, hacen falta mas lockers o un lugar donde puedas dejar las cosas por atracción por que los que hay se los adueñan y no te dejan usarlos jamás",desconocido,2,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Horrible lugar. Dejan entrar demasiada gente y no permiten ver nada, no puedes ni caminar y todo el tiempo golpean y estorban con carriolas, hacen falta mas lockers o un lugar donde puedas dejar las cosas por atracción por que los que hay se los adueñan y no te dejan usarlos jamás."
Agradable,"Si nos gusto pero falta más señalamientos hacia donde nos dirigimos, está muy revuelto las zonas y especies, no hay un orden o separación de ellas",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Agradable. Si nos gusto pero falta más señalamientos hacia donde nos dirigimos, está muy revuelto las zonas y especies, no hay un orden o separación de ellas."
Lugar agradable,"Un gran lugar mucha diversidad y espacios amplios, diversidad de entornos y el área de dispersión muy buena regresaría sin dudar",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Lugar agradable. Un gran lugar mucha diversidad y espacios amplios, diversidad de entornos y el área de dispersión muy buena regresaría sin dudar."
Experiencia acuario michin,"Es una experiencia muy padre, solo que queríamos tocar a los capibaras y ya no hubo boletos, eso fue lo único, todo lo demás es increíble",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Experiencia acuario michin. Es una experiencia muy padre, solo que queríamos tocar a los capibaras y ya no hubo boletos, eso fue lo único, todo lo demás es increíble."
sin titulo,"La fiesta realizada fue buena , los alimentos bastante agradables y de buen tamaño, en cuanto a las especies son fascinantes, bastante recomendable",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"La fiesta realizada fue buena , los alimentos bastante agradables y de buen tamaño, en cuanto a las especies son fascinantes, bastante recomendable."
sin titulo,Las visitas son muy buenas pero deberían agilizar el servicio ya que muchas veces las personas no saben cómo seguir avanzando. Además señalitica,desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Las visitas son muy buenas pero deberían agilizar el servicio ya que muchas veces las personas no saben cómo seguir avanzando. Además señalitica.
Mis vacaciones en acuario Michin…!!!,"El lugar me encantó, completamente familiar y con las instalaciones super bonitas todo para que los peques de la casa lo difruten, especialmente con la interacción con los animales…!! Totalmente recomendable….!!!",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Mis vacaciones en acuario Michin…!!!. El lugar me encantó, completamente familiar y con las instalaciones super bonitas todo para que los peques de la casa lo difruten, especialmente con la interacción con los animales…!! Totalmente recomendable….!!!."
Una experiencia muy padre aúnque está algo pequeño el lugar pero tiene diversas atracciones donde pueden estar los niño.,"Todo está muy bien, aunque se siente pequeño para el precio. Lo recomiendo ampliamente aunque si está algo caro las actividades extras.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Una experiencia muy padre aúnque está algo pequeño el lugar pero tiene diversas atracciones donde pueden estar los niño. Todo está muy bien, aunque se siente pequeño para el precio. Lo recomiendo ampliamente aunque si está algo caro las actividades extras."
Experiencia familiar,Me parecio increíble mis hijos lo disfrutaron mucho y se me hace muy increíble todos los animalitos que tienen y me encantaron los peces,desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Experiencia familiar. Me parecio increíble mis hijos lo disfrutaron mucho y se me hace muy increíble todos los animalitos que tienen y me encantaron los peces.
Esperiencia familiar,Esta muy bonito   Los juegos. Accesibles Solo no pudimos entrar con la cabras El área de los pingüinos. Y los tiburones está muy padre,desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Esperiencia familiar. Esta muy bonito   Los juegos. Accesibles Solo no pudimos entrar con la cabras El área de los pingüinos. Y los tiburones está muy padre.
Salida familiar,"Excelente concepto, el único detalle es que la gente no sigue las indicaciones como son y molestan a algunas especies, recomendado",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Salida familiar. Excelente concepto, el único detalle es que la gente no sigue las indicaciones como son y molestan a algunas especies, recomendado."
"Buen lugar, divertido y amplio","Tiene una exhibición muy amplia, también ofrece otras actividades recreativas para disfrutar en compañía o de manera individual. La comida es la típica de cualquier parque, además los costos son algo altos, por lo cual es algo a tener en cuenta.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Buen lugar, divertido y amplio. Tiene una exhibición muy amplia, también ofrece otras actividades recreativas para disfrutar en compañía o de manera individual. La comida es la típica de cualquier parque, además los costos son algo altos, por lo cual es algo a tener en cuenta."
Visita en el acuario,Buenas vista para tomar fotos Indicaciones correctas Buena atención Recomiendo visitarlos Amplio área de juegos y atención correcta,desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Visita en el acuario. Buenas vista para tomar fotos Indicaciones correctas Buena atención Recomiendo visitarlos Amplio área de juegos y atención correcta.
"El personal muy amable, su trabajo muy bien","Deberían de dejar de tener animales en cautiverio, es muy triste como los tienen los pingüinos traían algo de metal en su aleta es espantoso",desconocido,1,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"El personal muy amable, su trabajo muy bien. Deberían de dejar de tener animales en cautiverio, es muy triste como los tienen los pingüinos traían algo de metal en su aleta es espantoso."
Mi primera visita ♡,"El lugar es muy bonito, la decoración ambienta muy bien el lugar, lo que lo hace muy ameno y los animales se aprecian muchísimo más, todo es increíble ♡",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Mi primera visita ♡. El lugar es muy bonito, la decoración ambienta muy bien el lugar, lo que lo hace muy ameno y los animales se aprecian muchísimo más, todo es increíble ♡."
Increíble,Me encantó todas las instalaciones fascinada con todos los spots para tomar fotos el acercamiento con las especies está genial,desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Increíble. Me encantó todas las instalaciones fascinada con todos los spots para tomar fotos el acercamiento con las especies está genial.
VISITA ACUARIO MICHIN,"Es la segunda vez que venimos, está increíble la experiencia, ahora entre semana nos dejaron tiempo libre, está genial porque así da tiempo de estar con más tranquilidad.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"VISITA ACUARIO MICHIN. Es la segunda vez que venimos, está increíble la experiencia, ahora entre semana nos dejaron tiempo libre, está genial porque así da tiempo de estar con más tranquilidad."
Visita al acuario,"Muchas cosas que hacer, muy grande lugar, comida deliciosa. La mejoría que les propongo es abrir más opciones en la vestimenta.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Visita al acuario. Muchas cosas que hacer, muy grande lugar, comida deliciosa. La mejoría que les propongo es abrir más opciones en la vestimenta."
AVENIDA PRINCIPAL CIUDAD DE MÉXICO,"Avenida Ciudad de México. Es mucho tiempo así que para caminar es necesario estar cerca del Ángel de la Independencia, Fuente Diana para que pueda disfrutar de los alrededores con tanto que hacer y ver. Castillo y parque de Chapultepec, hoteles y restaurantes de lujo, también informales. En el norte es un barrio residencial caro de lujo. Es imprescindible si viajas por la ciudad.  A 5 minutos de La Condesa y Roma.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"AVENIDA PRINCIPAL CIUDAD DE MÉXICO. Avenida Ciudad de México. Es mucho tiempo así que para caminar es necesario estar cerca del Ángel de la Independencia, Fuente Diana para que pueda disfrutar de los alrededores con tanto que hacer y ver. Castillo y parque de Chapultepec, hoteles y restaurantes de lujo, también informales. En el norte es un barrio residencial caro de lujo. Es imprescindible si viajas por la ciudad.  A 5 minutos de La Condesa y Roma."
Hermoso 💚,"Es hermoso su paisaje y recorrerlo, lo malo son sus manifestantes. No recomendaría ir en Mayo muchos manifestaciones.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Hermoso 💚. Es hermoso su paisaje y recorrerlo, lo malo son sus manifestantes. No recomendaría ir en Mayo muchos manifestaciones."
Sé consciente,La foto de la entrada no coincide con esta ubicación. Es el ángel de la independencia no este lugar. Alguien tiene que quitar esa foto. Esta ubicación está llena de hermosas estatuas y fuentes. Mucha gente es robada aquí y escogida por todas partes. La gente te ve retirar dinero del cajero automático y trabajar en equipos para robarte. Advertencia. Cuanto más gente peor para el bolsillo de imágenes,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Sé consciente. La foto de la entrada no coincide con esta ubicación. Es el ángel de la independencia no este lugar. Alguien tiene que quitar esa foto. Esta ubicación está llena de hermosas estatuas y fuentes. Mucha gente es robada aquí y escogida por todas partes. La gente te ve retirar dinero del cajero automático y trabajar en equipos para robarte. Advertencia. Cuanto más gente peor para el bolsillo de imágenes.
Bicicleta dominical en la Reforma,"Está cerrado a los coches el domingo, así que alquilamos bicicletas y nos unimos a los otros ciclistas, corredores y patinetes a lo largo del Paseo de la Reforma",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Bicicleta dominical en la Reforma. Está cerrado a los coches el domingo, así que alquilamos bicicletas y nos unimos a los otros ciclistas, corredores y patinetes a lo largo del Paseo de la Reforma."
Bella avenida,"México sin duda un excelente destino de vacaciones, mucha cultura, arte, excelente gastronomía y la gente maravillosa. El paseo una de las tantas actividades interesantes en Ciudad de México .",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Bella avenida. México sin duda un excelente destino de vacaciones, mucha cultura, arte, excelente gastronomía y la gente maravillosa. El paseo una de las tantas actividades interesantes en Ciudad de México ."
"Paseo de la Reforma, Ciudad de México en octubre","Caminé por parte de esta calle un domingo cuando todo estaba cerrado al tráfico, mucha gente feliz montando en bicicleta, paseando a sus perros, y había un evento de baile / aeróbico que era interesante ver. Reforma es un poco desaliñado en partes y estaba bien caminar camino a otro lugar, pero yo no saldría de mi camino para venir aquí, a menos que realmente quiera montar una bicicleta arriba y abajo, lo que probablemente valdría la pena. Ojalá me hubiera levantado antes para hacer esto.",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Paseo de la Reforma, Ciudad de México en octubre. Caminé por parte de esta calle un domingo cuando todo estaba cerrado al tráfico, mucha gente feliz montando en bicicleta, paseando a sus perros, y había un evento de baile / aeróbico que era interesante ver. Reforma es un poco desaliñado en partes y estaba bien caminar camino a otro lugar, pero yo no saldría de mi camino para venir aquí, a menos que realmente quiera montar una bicicleta arriba y abajo, lo que probablemente valdría la pena. Ojalá me hubiera levantado antes para hacer esto."
"""Caminata agradable""","El Paseo de la Reforma es una gran avenida de unos 15 kilómetros.Es un agrado caminar por la avenida,encontrarás comercio variado,  edificios y lugares de gran interés cultural.Y el día domingo la avenida se cierra al tráfico vehicular, para dar paso a las personas que hagan deporte:caminar,correr o andar en bicicleta.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"""Caminata agradable"". El Paseo de la Reforma es una gran avenida de unos 15 kilómetros.Es un agrado caminar por la avenida,encontrarás comercio variado,  edificios y lugares de gran interés cultural.Y el día domingo la avenida se cierra al tráfico vehicular, para dar paso a las personas que hagan deporte:caminar,correr o andar en bicicleta."
Caminata,"Es una calle que disfrutas desde que llegas , tiene de todo ,muchísima gente que viene y va , si te gusta caminar o andar en bici te la recomiendo ampliamente.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Caminata. Es una calle que disfrutas desde que llegas , tiene de todo ,muchísima gente que viene y va , si te gusta caminar o andar en bici te la recomiendo ampliamente."
Me gustó venir,"Es una avenida llena de comercios, adyacente a muchas atracciones de esta linda ciudad, recomendable para pasar un fin de semana",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Me gustó venir. Es una avenida llena de comercios, adyacente a muchas atracciones de esta linda ciudad, recomendable para pasar un fin de semana."
